pmid	forename_lastname	affiliation
23562747	Gale_Newman	Department of Microbiology, Biochemistry and Immunology, Morehouse School of Medicine, Atlanta, GA 30310, United States. Electronic address: gnewman@msm.edu.
23562747	Ruben_Rene_Gonzalez-Perez	
23504501	Md_Mujibur_Rahman	Department of Life Science, Dongguk University-Seoul, 26 Pil-dong 3-ga, Jung-gu, Seoul 100-715, Republic of Korea.
23504501	Young_Rok_Seo	
26317099	Siva_K_Panguluri	Department of Pharmaceutical Sciences, College of Pharmacy, University of South Florida, 12901 Bruce B Downs Boulevard MDC030, Tampa, FL 33612, USA.
26317099	Nobuyuki_Kuwabara	Anatomical Sciences and Neurobiology, School of Medicine, University of Louisville, Louisville, KY 40292, USA.
26317099	Nigel_Cooper	Anatomical Sciences and Neurobiology, School of Medicine, University of Louisville, Louisville, KY 40292, USA.
26317099	Srinivas_M_Tipparaju	Department of Pharmaceutical Sciences, College of Pharmacy, University of South Florida, 12901 Bruce B Downs Boulevard MDC030, Tampa, FL 33612, USA.
26317099	Kevin_B_Sneed	Department of Pharmaceutical Sciences, College of Pharmacy, University of South Florida, 12901 Bruce B Downs Boulevard MDC030, Tampa, FL 33612, USA.
26317099	Robert_F_Lundy	Anatomical Sciences and Neurobiology, School of Medicine, University of Louisville, Louisville, KY 40292, USA.
24688734	Sreedevi_Chandrasekaran	Center for the Study of Biological Complexity, Virginia Commonwealth University, United States.
24688734	Danail_Bonchev	Center for the Study of Biological Complexity, Virginia Commonwealth University, United States.
22944462	Nan_Li	Department of Pediatrics, University of Florida, 1600 SW Archer Road, Gainesville, FL 32610, USA.
22944462	Maria_C_Quidgley	
22944462	Firas_H_Kobeissy	
22944462	Jessica_Joseph	
22944462	Josef_Neu	
22926964	Ga-Hee_Shin	Insilicogen Inc., Gyeonggi-do, Korea.
22926964	Markus_Veen	
22926964	Ulf_Stahl	
22926964	Christine_Lang	
22850470	Rosfayati_Othman	Department of Physiology, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.
22850470	Mohd_Hashim_Omar	
22850470	Lim_Pei_Shan	
22850470	Mohd_Nasir_Shafiee	
22850470	Rahman_Jamal	
22850470	Norfilza_Mohd_Mokhtar	
22736935	Wan'E_Lim	Singapore Eye Research Institute, Singapore.
22736935	Jia_Lin_Kwan	
22736935	Liang_Kee_Goh	
22736935	Roger_W_Beuerman	
22736935	Veluchamy_A_Barathi	
22576057	Kang_Liu	The State Key Laboratory of Crop Genetics and Germplasm Enhancement, Nanjing Agricultural University, Nanjing, Jiangsu 210095, China. kangliu@njau.edu.cn
22576057	Jing_Sun	
22576057	Liangyu_Yao	
22576057	Youlu_Yuan	
22487523	A_Rogers	Department of Surgery, Trinity College Dublin, The Adelaide and Meath Hospital Incorporating the National Children's Hospital, Tallaght, Dublin 24, Ireland.
22487523	M_J_Smith	
22487523	P_Doolan	
22487523	C_Clarke	
22487523	M_Clynes	
22487523	J_F_Murphy	
22487523	A_McDermott	
22487523	N_Swan	
22487523	P_Crotty	
22487523	P_F_Ridgway	
22487523	K_C_Conlon	
22326768	Nancy_Lan_Guo	Department of Community Medicine, West Virginia University, Morgantown, WV 26506, USA. lguo@hsc.wvu.edu
22326768	Ying-Wooi_Wan	
22301196	C_Maria_Keet	School of Computer Science, University of KwaZulu-Natal, Private Bag X54001, 4000 Durban, South Africa. keet@ukzn.ac.za
22272227	Vinod_Vathipadiekal	Massachusetts General Hospital Cancer Center, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, United States of America.
22272227	Deepa_Saxena	
22272227	Samuel_C_Mok	
22272227	Peter_V_Hauschka	
22272227	Laurent_Ozbun	
22272227	Michael_J_Birrer	
22178533	Pei-Shi_Ong	Department of Pharmacy, National University of Singapore, 18 Science Drive 4, Singapore 117 543, Singapore. phaops@nus.edu.sg
22178533	Sui-Yung_Chan	
22178533	Paul_C_Ho	
22021908	Jeng-Wei_Lu	Institute of Molecular and Genomic Medicine, National Health Research Institutes, Taiwan.
22021908	Yu_Hsia	
22021908	Wan-Yu_Yang	
22021908	Yu-I_Lin	
22021908	Chao-Chin_Li	
22021908	Ting-Fen_Tsai	
22021908	Ko-Wei_Chang	
22021908	Grace_S_Shieh	
22021908	Shih-Feng_Tsai	
22021908	Horng-Dar_Wang	
22021908	Chiou-Hwa_Yuh	
22008206	Alexandre_De_la_Fuente	Rheumatology Division, Cellular Therapy Unit, INIBIC-Hospital Universitario A Coruña, 15006 A Coruña-Spain.
22008206	Jesús_Mateos	
22008206	Iván_Lesende-Rodríguez	
22008206	Valentina_Calamia	
22008206	Isaac_Fuentes-Boquete	
22008206	Francisco_J_de_Toro	
22008206	Maria_C_Arufe	
22008206	Francisco_J_Blanco	
21857934	Ji-Lin_Wang	Division of Gastroenterology, Shanghai Jiao-Tong University School of Medicine, Renji Hospital, Shanghai Institute of Digestive Disease, Shanghai, China.
21857934	Yan-Wei_Lin	
21857934	Hui-Min_Chen	
21857934	Xuan_Kong	
21857934	Hua_Xiong	
21857934	Nan_Shen	
21857934	Jie_Hong	
21857934	Jing-Yuan_Fang	
21857521	Wei_Jiang	Obstetrics and Gynecology Hospital, Department of Obstetrics and Gynecology of Shanghai Medical School, PR China.
21857521	Weiliang_Qiu	
21857521	Yisheng_Wang	
21857521	Qing_Cong	
21857521	Dale_Edwards	
21857521	Bin_Ye	
21857521	Congjian_Xu	
21711528	Lin_Ruan	Key Laboratory of Cancer Proteomics of Chinese Ministry of Health, Xiangya Hospital, Central South University, Changsha 410008, China. zqxiao2001@hotmail.com.
21711528	Xin-Hui_Li	
21711528	Xun-Xun_Wan	
21711528	Hong_Yi	
21711528	Cui_Li	
21711528	Mao-Yu_Li	
21711528	Peng-Fei_Zhang	
21711528	Gu-Qing_Zeng	
21711528	Jia-Quan_Qu	
21711528	Qiu-Yan_He	
21711528	Jian-Huang_Li	
21711528	Yu_Chen	
21711528	Zhu-Chu_Chen	
21711528	Zhi-Qiang_Xiao	
21569507	Guillaume_Bussone	Institut Cochin, Université Paris Descartes, CNRS UMR 8104, 8 rue Méchain, F-75014 Paris, France.
21569507	Hanadi_Dib	
21569507	Mathieu_C_Tamby	
21569507	Cedric_Broussard	
21569507	Christian_Federici	
21569507	Geneviève_Woimant	
21569507	Luc_Camoin	
21569507	Loïc_Guillevin	
21569507	Luc_Mouthon	
21394739	Todd_A_Swanson	Department of Radiation Oncology, University of Texas, Medical Branch, Galveston, Texas; Department of Radiation Oncology, William Beaumont Hospital, Royal Oak, Michigan.
21394739	Sarah_A_Krueger	
21394739	Sandra_Galoforo	
21394739	Bryan_J_Thibodeau	
21394739	Alvaro_A_Martinez	
21394739	George_D_Wilson	
21394739	Brian_Marples	
21272652	Wei-Lun_Wang	Institute of Cellular and Organismic Biology, Academia Sinica, Nankang 115, Taipei, Taiwan.
21272652	Wangta_Liu	
21272652	Hong-Yi_Gong	
21272652	Jiann-Ruey_Hong	
21272652	Ching-Chun_Lin	
21272652	Jen-Leih_Wu	
21136955	Chuan-Le_Xiao	Institute of Life and Health Engineering, Jinan University, Guangzhou, P. R. China.
21136955	Zhi-Ping_Zhang	
21136955	Sheng_Xiong	
21136955	Chun-Hua_Lu	
21136955	Hong-Ping_Wei	
21136955	Hui-Lan_Zeng	
21136955	Zhi_Liu	
21136955	Xian-En_Zhang	
21136955	Feng_Ge	
25984394	Ying-Wooi_Wan	Mary Babb Randolph Cancer Center, West Virginia University, Morgantown, WV 26506-9300.
25984394	Changchang_Xiao	Mary Babb Randolph Cancer Center, West Virginia University, Morgantown, WV 26506-9300.
25984394	Nancy_Lan_Guo	Mary Babb Randolph Cancer Center, West Virginia University, Morgantown, WV 26506-9300.
21096084	Leonidas_G_Alexopoulos	Department of Mechanical Engineering of National Technical University of Athens, 15780 Greece.
21096084	Ioannis_N_Melas	
21096084	Aikaterini_D_Chairakaki	
21096084	Julio_Saez-Rodriguez	
21096084	Alexander_Mitsos	
20973258	Fatma_S_A_Saghir	Department of Physiology, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.
20973258	Isa_Mohamed_Rose	
20973258	Ahmad_Zailani_Hatta_Mohd_Dali	
20973258	Zainab_Shamsuddin	
20973258	A_Rahman_A_Jamal	
20973258	Norfilza_Mohd_Mokhtar	
20926982	Viktoria_Bogner	Chirurgische Klinik und Poliklinik-Innenstadt, Ludwig-Maximilians University, Munich, Germany. Viktoria.Bogner@med.uni-muenchen.de
20926982	Bernd_A_Leidel	
20926982	Karl-Georg_Kanz	
20926982	Wolf_Mutschler	
20926982	Edmund_A_M_Neugebauer	
20926982	Peter_Biberthaler	
20861532	Su_Yean_Ong	Centre for Chemical Biology, Universiti Sains Malaysia, 1st Floor, Block B, No 10, Persiaran Bukit Jambul, 11900 Bayan Lepas, Pulau Pinang, Malaysia. moc.liamg@nullbccnaeyus
20861532	Fui_Ling_Ng	
20861532	Siti_Suriawati_Badai	
20861532	Anton_Yuryev	
20861532	Maqsudul_Alam	
20663702	Nicole_K_Henderson-Maclennan	Department of Pediatrics, David Geffen School of Medicine at UCLA, Los Angeles, CA 90095-7088, USA.
20663702	Jeanette_C_Papp	
20663702	C_Conover_Talbot	
20663702	Edward_R_B_McCabe	
20663702	Angela_P_Presson	
20650822	Sterling_Thomas	Center for the Study of Biological Complexity, Virginia Commonwealth University, Richmond, 23284-2030, USA.
20650822	Danail_Bonchev	
20556864	Ekaterina_Kotelnikova	Ariadne Genomics Inc. 9430 Key West avenue, Rockville, Maryland 20850, USA. ekotelnikova@gmail.com
20556864	Anton_Yuryev	
20556864	Ilya_Mazo	
20556864	Nikolai_Daraselia	
20001709	Zhen_Hou	Center of Clinical Reproductive Medicine, Department of Obstetrics and Gynecology, First Affiliated Hospital of Nanjing Medical University, Nanjing, China.
20001709	Liang_Sun	
20001709	Liying_Gao	
20001709	Lianming_Liao	
20001709	Yundong_Mao	
20001709	Jiayin_Liu	
19965878	Aaron_Ikin	School of Electrical Engineering and Computer Science The University of Newcastle, Callaghan, NSW, 2308, Australia.
19965878	Carlos_Riveros	
19965878	Pablo_Moscato	
19965878	Alexandre_Mendes	
23480468	Anton_Yuryev	Ariadne Genomics, Inc. 9430 Key West Ave, Rockville MD, 20850, USA +1 240 453 6296 ; +1 240 453 9026 ; nikolai@ariadnegenomics.com.
23480468	Ekaterina_Kotelnikova	
23480468	Nikolai_Daraselia	
19710940	Shumei_Bai	Institute of Biochemistry and Molecular Biology, School of Medicine, Shandong University, Shandong 250012, People's Republic of China.
19710940	Shilian_Liu	
19710940	Xuxiao_Guo	
19710940	Zhaoyu_Qin	
19710940	Banqin_Wang	
19710940	Xiaohong_Li	
19710940	Yanjiang_Qin	
19710940	Yi-Hsin_Liu	
19607655	Bindu_Nanduri	College of Veterinary Medicine, Mississippi State University, Mississippi State, MS 39762, USA. bnanduri@cvm.msstate.edu
19607655	Leslie_A_Shack	
19607655	Shane_C_Burgess	
19607655	Mark_L_Lawrence	
19615118	Jakob_Hedegaard	Aarhus University, Faculty of Agricultural Sciences, Department of Genetics and Biotechnology, P.O. Box 50 DK-8830 Tjele, Denmark. Jakob.Hedegaard@agrsci.dk
19615118	Cristina_Arce	
19615118	Silvio_Bicciato	
19615118	Agnès_Bonnet	
19615118	Bart_Buitenhuis	
19615118	Melania_Collado-Romero	
19615118	Lene_N_Conley	
19615118	Magali_Sancristobal	
19615118	Francesco_Ferrari	
19615118	Juan_J_Garrido	
19615118	Martien_A_M_Groenen	
19615118	Henrik_Hornshøj	
19615118	Ina_Hulsegge	
19615118	Li_Jiang	
19615118	Angeles_Jiménez-Marín	
19615118	Arun_Kommadath	
19615118	Sandrine_Lagarrigue	
19615118	Jack_A_M_Leunissen	
19615118	Laurence_Liaubet	
19615118	Pieter_B_T_Neerincx	
19615118	Haisheng_Nie	
19615118	Jan_van_der_Poel	
19615118	Dennis_Prickett	
19615118	María_Ramirez-Boo	
19615118	Johanna_M_J_Rebel	
19615118	Christèle_Robert-Granié	
19615118	Axel_Skarman	
19615118	Mari_A_Smits	
19615118	Peter_Sørensen	
19615118	Gwenola_Tosser-Klopp	
19615118	Michael_Watson	
19615111	Agnès_Bonnet	INRA, UMR444, Laboratoire de Génétique Cellulaire, F-31326 Castanet-Tolosan, France. agnes.bonnet@toulouse.inra.fr
19615111	Sandrine_Lagarrigue	
19615111	Laurence_Liaubet	
19615111	Christèle_Robert-Granié	
19615111	Magali_Sancristobal	
19615111	Gwenola_Tosser-Klopp	
19444643	Shumei_Bai	Institute of Biochemistry and Molecular Biology, School of Medicine, Shandong University, Shandong, People's Republic of China.
19444643	Shilian_Liu	
19444643	Xuxiao_Guo	
19444643	Zhaoyu_Qin	
19444643	Banqin_Wang	
19444643	Xiaohong_Li	
19444643	Yanjiang_Qin	
19209238	Yu-Jie_Jiang	Department of Hematology, Provincial Hospital affiliated to Shandong University, Jinan, China.
19209238	Qing_Sun	
19209238	Xiao-Sheng_Fang	
19209238	Xin_Wang	
19131553	Cynthia_A_Pise-Masison	Laboratory of Cellular Oncology, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA.
19131553	Michael_Radonovich	
19131553	Kathleen_Dohoney	
19131553	John_C_Morris	
19131553	Deirdre_O'Mahony	
19131553	Min-Jung_Lee	
19131553	Jane_Trepel	
19131553	Thomas_A_Waldmann	
19131553	John_E_Janik	
19131553	John_N_Brady	
18491321	Bindu_Nanduri	College of Veterinary Medicine, Mississippi State University, MS 39762, USA. bnanduri@cvm.msstate.edu
18491321	Pratik_Shah	
18491321	Mahalingam_Ramkumar	
18491321	Edward_B_Allen	
18491321	Edwin_Swiatlo	
18491321	Shane_C_Burgess	
18491321	Mark_L_Lawrence	
18384105	Tai_Du	Centre for Neuroscience, The University of Melbourne, Victoria, Australia.
18384105	Sharon_L_La_Fontaine	
18384105	Michael_Abdo	
18384105	Shayne_A_Bellingham	
18384105	Mark_Greenough	
18384105	Irene_Volitakis	
18384105	Robert_A_Cherny	
18384105	Ashley_I_Bush	
18384105	Peter_J_Hudson	
18384105	James_Camakaris	
18384105	Julian_F_Mercer	
18384105	Peter_J_Crouch	
18384105	Colin_L_Masters	
18384105	Victoria_M_Perreau	
18384105	Anthony_R_White	
17720984	Matthew_Suderman	McGill Centre for Bioinformatics, 3775 University Street, Montreal, QCH3A 2B4, Canada. msuder@mcb.mcgill.ca
17720984	Michael_Hallett	
17298298	Andrey_Y_Sivachenko	Ariadne Genomics, Inc., 9430 Key West Avenue, Rockville, MD 20850, USA. sivachenko@ariadnegenomics.com
17298298	Anton_Yuryev	
14594725	Alexander_Nikitin	Ariadne Genomics, Inc., 9700 Great Seneca Hgwy, Rockville, MD 20850, USA.
14594725	Sergei_Egorov	
14594725	Nikolai_Daraselia	
14594725	Ilya_Mazo	
