pmid	year	title	journal	affiliation	country
26729218	2016	Diffany: an ontology-driven framework to infer, visualise and analyse differential molecular networks.	BMC bioinformatics	Department of Plant Systems Biology, VIB, Technologiepark 927, Ghent, 9052, Belgium. sofie.van.landeghem@gmail.com.	England
26719042	2016	Microarray-based gene expression profiling reveals genes and pathways involved in the oncogenic function of REG3A on pancreatic cancer cells.	Gene	Department of Pharmacology, School of Pharmacy, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430030, China.	Netherlands
26717154	2015	Identification and characterization of microRNAs in Eucheuma denticulatum by high-throughput sequencing and bioinformatics analysis.	RNA biology	a School of Life Science, Shanxi University , Taiyuan , PR China.	United States
26714915	2015	[Screening genes related with leukocyte responses early after burn injury: analysis of differentially gene expression profiling data in mice].	Nan fang yi ke da xue xue bao = Journal of Southern Medical University	Department of Burns, Nanfang hospital, Southern Medical University, Guangzhou 510515, China. E-mail: blueskyjh1008@126.com.	China
26713275	2015	Prediction of the anti-inflammatory mechanisms of curcumin by module-based protein interaction network analysis.	Acta pharmaceutica Sinica. B	State Key Laboratory Breeding Base of Systematic Research, Development and Utilization of Chinese Medicine Resources, School of Pharmacy, Chengdu University of Traditional Chinese Medicine, Chengdu 611137, China.	Netherlands
26709677	2015	Tumor Suppressor Role of miR-363-3p in Gastric Cancer.	Medical science monitor : international medical journal of experimental and clinical research	Division of Intestinal Surgery, Department of Abdominal Surgery, Sichuan Cancer Hospital, Chengdu, Sichuan, China (mainland).	United States
26691584	2015	In silico target fishing and pharmacological profiling for the isoquinoline alkaloids of Macleaya cordata (Bo Luo Hui).	Chinese medicine	Institute of Medicinal Plant Development, Chinese Academy of Medical Sciences, Beijing, 100193 China.	England
26691002	2015	Actions of Huangqi decoction against rat liver fibrosis: a gene expression profiling analysis.	Chinese medicine	Research Center for Traditional Chinese Medicine Complexity System, Shanghai University of Traditional Chinese Medicine, Shanghai, 201203 China.	England
26674271	2015	SLiMScape 3.x: a Cytoscape 3 app for discovery of Short Linear Motifs in protein interaction networks.	F1000Research	School of Biotechnology and Biomolecular Sciences, University of New South Wales, Sydney, Australia.	England
26672762	2015	CyREST: Turbocharging Cytoscape Access for External Tools via a RESTful API.	F1000Research	Department of Medicine, University of California, San Diego, CA, 92093-0688, USA.	United States
26672347	2015	[Simulation and Prediction of Material Foundation of Rhei Radix et Rhizoma for Ischemic Stroke Based on Molecular Docking Technology].	Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials	NA	China
26669930	2015	CytoGEDEVO-global alignment of biological networks with Cytoscape.	Bioinformatics (Oxford, England)	Saarland University, 66123 Saarbrücken, Germany Institute for Knowledge Discovery, Graz University of Technology, 8010 Graz, Austria.	England
26662404	2015	Construction of gene/protein interaction networks for primary myelofibrosis and KEGG pathway-enrichment analysis of molecular compounds.	Genetics and molecular research : GMR	Department of Cancer Center, Weifang Traditional Chinese Medicine Hospital, Weifang, China.	Brazil
26650608	2015	Aberrant expression of long noncoding RNAs in cumulus cells isolated from PCOS patients.	Journal of assisted reproduction and genetics	Reproductive Medicine Centre, Affiliated Hospital of Qingdao Medical University, Yuhuangding Hospital of Yantai, 20 Yuhuangding Road East, Yantai, Shandong, 264000, People's Republic of China. huangxin92129@163.com.	Netherlands
26641843	2015	Bioinformatics Analysis of microRNA Time-Course Expression in Brown Rat (Rattus norvegicus): Spinal Cord Injury Self-Repair.	Spine	Department of Emergency Trauma, Shanghai East Hospital, Shanghai, China.	United States
26636516	2015	Expression data analysis to identify key target genes in visceral fat tissue associated with obstructive sleep apnea.	European review for medical and pharmacological sciences	Department of Otorhinolaryngology, Head and Neck Surgery, Wuhan University, Renmin Hospital, Wuhan, Hubei Province, China. liweihua1975@126.com.	Italy
26600477	2015	Analysis of the gene-protein interaction network in glioma.	Genetics and molecular research : GMR	Cancer Center, WeiFang Traditional Chinese Hospital, Weifang, Shandong, China.	Brazil
26594341	2015	NetMatchStar: an enhanced Cytoscape network querying app.	F1000Research	Department of Math and Computer Science, University of Catania, Catania, 95125, Italy.	England
26592840	2015	Cytochrome c oxidase subunit VIIb as a potential target in familial hypercholesterolemia by bioinformatical analysis.	European review for medical and pharmacological sciences	Department of Vascular Surgery, Shandong Provincial Hospital Aaffiliated to Shandong University, Jinan, P.R. China. jinxingjxjx@hotmail.com.	Italy
26584937	2015	Systems Analysis for Interpretation of Phosphoproteomics Data.	Methods in molecular biology (Clifton, N.J.)	Proteomics Program, Novo Nordisk Foundation Center for Protein Research, Faculty of Health and Medical Sciences, University of Copenhagen, Blegdamsvej 3b, Bldg. 6.1, 2200, Copenhagen, Denmark.	United States
26566394	2015	CyNetworkBMA: a Cytoscape app for inferring gene regulatory networks.	Source code for biology and medicine	Institute of Technology, University of Washington, Tacoma, 98402 WA USA.	United States
26558755	2015	Gene Network Rewiring to Study Melanoma Stage Progression and Elements Essential for Driving Melanoma.	PloS one	Bioinformatics Laboratory, Structural and Computational Biology Group, International Centre for Genetic Engineering and Biotechnology, New Delhi, 110067, India.	United States
26525978	2015	A bioinformatic survey of RNA-binding proteins in Plasmodium.	BMC genomics	Department of Entomology, Center for Malaria Research, Pennsylvania State University, 501 ASI Bldg, University Park, PA, 16802, USA.	United States
26523131	2015	The Construction of Regulatory Network for Insulin-Mediated Genes by Integrating Methods Based on Transcription Factor Binding Motifs and Gene Expression Variations.	Genomics &amp; informatics	Department of Bioinformatics and Life Science, Soongsil University, Seoul 06978, Korea.	Korea (South)
26518718	2015	Identification of gene markers in the development of smoking-induced lung cancer.	Gene	Department of Respiratory and Critical Care Medicine, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China, 430030; Department of Respiratory and Critical Care Medicine, Ningxia People's Hospital, Yinchuan, China, 750011.	Netherlands
26502853	2015	Identifying the biomarkers of multiple sclerosis based on non-coding RNA signature.	European review for medical and pharmacological sciences	Department of Neurology, Jinan Central Hospital Affiliated to Shandong University, Jinan, China. lixiaoredh@163.com.	Italy
26498853	2015	Identification of candidate target genes for human peripheral arterial disease using weighted gene co‑expression network analysis.	Molecular medicine reports	Department of Vascular Surgery, China-Japan Union Hospital of Jilin University, Changchun, Jilin 130033, P.R. China.	Greece
26498776	2015	Identification of differentially expressed genes associated with burn sepsis using microarray.	International journal of molecular medicine	Department of Infection Management, Jinling Hospital, Medical School of Nanjing University, Nanjing, Jiangsu 210002, P.R. China.	Greece
26498477	2015	Identification of key genes associated with the human abdominal aortic aneurysm based on the gene expression profile.	Molecular medicine reports	Department of Vascular Surgery, The First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang 310003, P.R. China.	Greece
26497545	2015	Further insight into molecular mechanism underlying thoracic spinal cord injury using bioinformatics methods.	Molecular medicine reports	Department of Orthopaedic Surgery, General Hospital of Jinan Military Command, Jinan, Shandong 250031, P.R. China.	Greece
26487783	2015	Defining the three cell lineages of the human blastocyst by single-cell RNA-seq.	Development (Cambridge, England)	NA	England
26481357	2015	WikiPathways: capturing the full diversity of pathway knowledge.	Nucleic acids research	Department of Bioinformatics - BiGCaT, NUTRIM, Maastricht University, Maastricht, 6229 ER Maastricht, The Netherlands Maastricht Centre for Systems Biology (MaCSBio), Maastricht University, Maastricht, 6229 ER Maastricht, The Netherlands martina.kutmon@maastrichtuniversity.nl.	United States
26477351	2015	Network Pharmacology of Ayurveda Formulation Triphala with Special Reference to Anti-Cancer Property.	Combinatorial chemistry &amp; high throughput screening	Interdisciplinary School of Health Sciences, Savitribai Phule Pune University, Ganeshkhind, Pune 411007, India. bpatwardhan@gmail.com.	Netherlands
26469778	2015	Systems pharmacology-based dissection of mechanisms of Chinese medicinal formula Bufei Yishen as an effective treatment for chronic obstructive pulmonary disease.	Scientific reports	Henan University of Traditional Chinese Medicine, Zhengzhou 450046, China.	England
26467653	2015	Virtual pathway explorer (viPEr) and pathway enrichment analysis tool (PEANuT): creating and analyzing focus networks to identify cross-talk between molecules and pathways.	BMC genomics	CECAD Research Center, Joseph-Stelzmann-Str. 26, 50931, Cologne, Germany. marius.garmhausen@smail.uni-koeln.de.	England
26458310	2015	Identification of lung cancer oncogenes based on the mRNA expression and single nucleotide polymorphism profile data.	Neoplasma	NA	Slovakia
26444528	2015	Using the combined analysis of transcripts and metabolites to propose key genes for differential terpene accumulation across two regions.	BMC plant biology	Centre for Viticulture and Enology, College of Food Science and Nutritional Engineering, China Agricultural University, Beijing, 100083, China. wenyaqin1219@163.com.	England
26439031	2015	Identification of potential therapeutic target genes and mechanisms in non-small-cell lung carcinoma in non-smoking women based on bioinformatics analysis.	European review for medical and pharmacological sciences	Department of Respiration, General Hospital of Ningxia Medical University, Yinchuan, China. zhouweieifhsdhf@hotmail.com.	Italy
26421278	2015	mmnet: An R Package for Metagenomics Systems Biology Analysis.	BioMed research international	Department of Biotechnology, Beijing Institute of Radiation Medicine, 27 Taiping Road, Haidian District, Beijing 100850, China.	United States
26415722	2015	Cytoscape.js: a graph theory library for visualisation and analysis.	Bioinformatics (Oxford, England)	The Donnelly Centre, University of Toronto, Toronto, ON M5S 3E1, Canada.	United States
26396508	2015	Protein networks in induced sputum from smokers and COPD patients.	International journal of chronic obstructive pulmonary disease	Division of Rheumatology, Immunology and Allergy, Georgetown University, Washington, DC, USA.	United States
26379745	2015	The Mechanism Research of Qishen Yiqi Formula by Module-Network Analysis.	Evidence-based complementary and alternative medicine : eCAM	Key Laboratory of TCM-Information Engineer of State Administration of TCM, School of Chinese Pharmacy, Beijing University of Chinese Medicine, Beijing 100102, China.	United States
26357322	2015	Building Transcriptional Association Networks in Cytoscape with RegNetC.	IEEE/ACM transactions on computational biology and bioinformatics	NA	United States
26357321	2015	ClusterViz: A Cytoscape APP for Cluster Analysis of Biological Network.	IEEE/ACM transactions on computational biology and bioinformatics	NA	United States
26354330	2015	Molecular mechanisms underlying endometriosis pathogenesis revealed by bioinformatics analysis of microarray data.	Archives of gynecology and obstetrics	Department of Gynecology, Shanghai Changning Maternity and Infant Health Hospital, 773Wuyi Road, Shanghai, 200050, China. shengminhshsh@163.com.	Germany
26334995	2015	Genes related to inflammation and bone loss process in periodontitis suggested by bioinformatics methods.	BMC oral health	Department of Stomatology, The Fifth People's Hospital of Shanghai, Fudan University, No.128, Ruili Rd, Minhang District, Shanghai, 200240, China. slenll@163.com.	England
26329309	2015	In silico analysis of the molecular mechanism of postmenopausal osteoporosis.	Molecular medicine reports	Department of Geriatric Medicine, Jining No. 1 People's Hospital, Jining, Shandong 272011, P.R. China.	Greece
26328044	2015	Protein-Protein Interaction Network could reveal the relationship between the breast and colon cancer.	Gastroenterology and hepatology from bed to bench	Proteomics Research Center, Shahid Beheshti University of Medical Sciences, Tehran, Iran.	Iran
26324226	2015	A systems biology approach to detect key pathways and interaction networks in gastric cancer on the basis of microarray analysis.	Molecular medicine reports	Department of Epidemiology and Biostatistics, College of Public Health, Zhengzhou University, Zhengzhou, Henan 450001, P.R. China.	Greece
26317507	2015	PhosphoPath: Visualization of Phosphosite-centric Dynamics in Temporal Molecular Networks.	Journal of proteome research	Biomolecular Mass Spectrometry and Proteomics, Bijvoet Center for Biomolecular Research and Utrecht Institute for Pharmaceutical Sciences, Utrecht University , Padualaan 8, 3584 CH Utrecht, The Netherlands.	United States
26297948	2015	Identification of a PEAK1/ZEB1 signaling axis during TGFβ/fibronectin-induced EMT in breast cancer.	Biochemical and biophysical research communications	Department of Biology, California State University Northridge, Northridge, CA 91330, USA.	United States
26276506	2015	Integrative network-based analysis of mRNA and microRNA expression in 1,25-dihydroxyvitamin D3-treated cancer cells.	Genes &amp; nutrition	Department of Bioinformatics - BiGCaT, NUTRIM School for Nutrition, Toxicology and Metabolism, Maastricht University, Maastricht, The Netherlands, martina.kutmon@maastrichtuniversity.nl.	Germany
26273408	2015	Potential anti-cancer effect of curcumin in human lung squamous cell carcinoma.	Thoracic cancer	Thoracic Surgery Department, Third Hospital of Jilin University Changchun City, China.	Singapore
26272981	2015	cyNeo4j: connecting Neo4j and Cytoscape.	Bioinformatics (Oxford, England)	Center for Heart Failure Research, Cardiovascular Research Institute Maastricht (CARIM), University Hospital Maastricht, Maastricht, The Netherlands, TNO, Zeist, The Netherlands.	United States
26272496	2015	Integrated analysis of miRNA/mRNA network in placenta identifies key factors associated with labor onset of Large White and Qingping sows.	Scientific reports	Key Laboratory of Swine Genetics and Breeding of Agricultural Ministry and Key Laboratory of Agricultural Animal Genetics, Breeding and Reproduction of Ministry of Education, College of Animal Science and Technology, Huazhong Agricultural University, Wuhan 430070, People's Republic of China.	England
26271256	2015	DeDaL: Cytoscape 3 app for producing and morphing data-driven and structure-driven network layouts.	BMC systems biology	Institut Curie, 26 rue d'Ulm, Paris, France. ulcia.liberte@gmail.com.	England
26263550	2015	Transcriptomic Analysis of Metabolic Pathways in Milkfish That Respond to Salinity and Temperature Changes.	PloS one	Ph.D. Program in Microbial Genomics, National Chung Hsing University, Taichung, and Academia Sinica, Taipei, Taiwan.	United States
26255378	2015	Identifying susceptibility networks for drug-induced non-immune neutropenia.	International journal of data mining and bioinformatics	NA	Switzerland
26250077	2015	Screening genes associated with myocardial infarction and transverse aortic constriction using a combined analysis of miRNA and mRNA microarray.	Gene	Department of Emergency and Intensive Care Unit, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430030, China.	Netherlands
27781081	2015	Finding the shortest path with PesCa: a tool for network reconstruction.	F1000Research	Center for Biomedical Computing, University of Verona, Verona, Italy.	England
26229487	2015	Identification of the key genes connected with plasma cells of multiple myeloma using expression profiles.	OncoTargets and therapy	Spinal Surgery, Jining No 1 People's Hospital, Jining, People's Republic of China.	New Zealand
26229356	2015	In-silico gene co-expression network analysis in Paracoccidioides brasiliensis with reference to haloacid dehalogenase superfamily hydrolase gene.	Journal of pharmacy &amp; bioallied sciences	School of Life Science, Sambalpur University, Jyoti Vihar, Burla, Odisha, India.	India
26223925	2015	Effects of β-catenin on differentially expressed genes in multiple myeloma.	Journal of Huazhong University of Science and Technology. Medical sciences = Hua zhong ke ji da xue xue bao. Yi xue Ying De wen ban = Huazhong keji daxue xuebao. Yixue Yingdewen ban	Department of Orthopedics, Chinese People's Liberation Army General Hospital, Beijing, 100853, China, chenhui301@126.com.	China
26223573	2015	Biological processes and pathway changes in isoflurane-induced anesthesia revealed by bioinformatics analysis of gene expression profiles.	Journal of anesthesia	Department of Anesthesiology and Pain Medicine, Institute of Dermatology, Chinese Academy of Medical Sciences and Peking Union Medical College, 12 Jiang-wang-miao road, Nanjing, 210042, Jiangsu Province, China. haiwanghww@163.com.	Japan
26207134	2015	Microarray Analysis of the Major Depressive Disorder mRNA Profile Data.	Psychiatry investigation	Department of Clinical Psychology, Hangzhou First People's Hospital, Hangzhou, Zhejiang, PR China.	Korea (South)
26205656	2015	Circulating miRNAs profiles in Tourette syndrome: molecular data and clinical implications.	Molecular brain	Section of Child Neurology and Psychiatry, Department of Experimental and Clinical Medicine, University of Catania, Catania, EU, Italy.	England
26191080	2015	Network pharmacological identification of active compounds and potential actions of Erxian decoction in alleviating menopause-related symptoms.	Chinese medicine	School of Chinese Medicine, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong SAR, China.	England
26189254	2015	Identification of potential targets for ovarian cancer treatment by systematic bioinformatics analysis.	European journal of gynaecological oncology	NA	Italy
26187041	2015	Screening of potential target genes for cataract by analyzing mRNA expression profile of mouse Hsf4-null lens.	BMC ophthalmology	Department of Ophthalmology, Qilu Hospital of Shandong University, Wenhuaxi Road 107, Jinan, Shandong, 250012, China. WenjuanZhaooa@163.com.	England
26186710	2015	The human urinary exosome as a potential metabolic effector cargo.	Expert review of proteomics	Laboratory on Pathophysiology of Uremia Istituto Giannina Gaslini, Via V Maggio 39, 16148 Genova, Italy.	England
26177842	2015	Identification of genes and long non-coding RNAs associated with the pathogenesis of gastric cancer.	Oncology reports	Department of General Surgery, China-Japan Friendship Hospital of Jilin University, Changchun, Jilin 130033, P.R. China.	Greece
26163265	2015	CytoASP: a Cytoscape app for qualitative consistency reasoning, prediction and repair in biological networks.	BMC systems biology	Department of Informatics, King's College London, Strand, London, WC2R 2LS, UK. akittas@gmail.com.	England
26137699	2015	[Study on intersection and regulation mechanism of &quot;efficacy-toxicity network&quot; of aconite in combination environment of Sini decoction].	Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica	NA	China
26125802	2015	Integrated miRNA-mRNA analysis of Epstein-Barr virus-positive nasopharyngeal carcinoma.	Genetics and molecular research : GMR	Department of Otolaryngology &amp; Head and Neck Surgery, Beijing Chaoyang Hospital, Capital Medical University.	Brazil
26125269	2015	Bioinformatics analysis of gene expression profiles in hepatocellular carcinoma.	European review for medical and pharmacological sciences	Department of Oncology, Foshan Hospital, Southern Medical University, Foshan, Guangdong, P.R. China. zhangjiren@126.com.	Italy
26114977	2015	Follicular fluid alterations in endometriosis: label-free proteomics by MS(E) as a functional tool for endometriosis.	Systems biology in reproductive medicine	a Department of Surgery, Division of Urology , Human Reproduction Section, Sao Paulo Federal University , Sao Paulo , Brazil .	England
26104178	2015	Analysis of Gene Expression During the Development of Congestive Heart Failure After Myocardial Infarction in Rat Models.	International heart journal	Cardiology, 2) Cardiovascular Surgery, the First Affiliated Hospital of Kunming University the Third Hospital of Kunming, Kunming, China.	Japan
26103670	2015	[The changes of microRNA in nasal mucosa after the specific immunotherapy for allergic rhinitis in mice].	Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology, head, and neck surgery	NA	China
26103419	2015	Evolutionary trends and functional anatomy of the human expanded autophagy network.	Autophagy	a Section of Molecular Biology; University of California San Diego ; La Jolla , CA USA.	United States
26096802	2015	Gene expression profiling analysis of osteosarcoma cell lines.	Molecular medicine reports	Department of Orthopedics, Shandong Chinese Medical Hospital, Jinan, Shandong 250014, P.R. China.	Greece
26064257	2015	Interaction network analysis of differentially expressed genes and screening of cancer marker in the urine of patients with invasive bladder cancer.	International journal of clinical and experimental medicine	Department of Urology, People's Hospital of Gansu Province Lanzhou 730000, China.	United States
26045708	2015	Molecular mechanisms for alcoholic hepatitis based on analysis of gene expression profile.	Hepatitis monthly	Department of TCM, China-Japan Union Hospital of Jilin University, Changchun, China.	Iran
26043775	2015	Identification of key genes and pathways in renal cell carcinoma through expression profiling data.	Kidney &amp; blood pressure research	Department of Nephrology, Affiliated Hospital of Weifang Medical University, Weifang, Shandong, China.	Switzerland
26029219	2015	Sequencing, de novo assembly and comparative analysis of Raphanus sativus transcriptome.	Frontiers in plant science	School of Life Science and Technology, Huazhong University of Science and Technology Wuhan, China.	Switzerland
26021477	2015	Profiling of urinary proteins in Karan Fries cows reveals more than 1550 proteins.	Journal of proteomics	National Dairy Research Institute, Karnal 132001, India.	Netherlands
25982257	2015	Latent Pathways Identification by Microarray Expression Profiles in Thyroid-Associated Ophthalmopathy Patients.	Endocrine pathology	Department of Ophthalmology, Renji Hospital, School of Medicine, Shanghai Jiaotong University, 1630 Dongfang Road, Shanghai, 200127, China.	United States
25972860	2015	Dissection of the cis-2-decenoic acid signaling network in Pseudomonas aeruginosa using microarray technique.	Frontiers in microbiology	Department of Biology, School of Science, Alzahra University Tehran, Iran.	Switzerland
25955758	2015	Screening biomarkers of bladder cancer using combined miRNA and mRNA microarray analysis.	Molecular medicine reports	Department of Urology, China‑Japan Union Hospital of Jilin University, Changchun, Jilin 130033, P.R. China.	Greece
25953442	2015	Screening the molecular targets of ovarian cancer based on bioinformatics analysis.	Tumori	Department of Gynecology, the International Peace Maternity and Child Health Hospital of China Welfare Institute, Shanghai - China.	Italy
25953080	2015	CerebralWeb: a Cytoscape.js plug-in to visualize networks stratified by subcellular localization.	Database : the journal of biological databases and curation	Department of Molecular Biology and Biochemistry, Simon Fraser University, Burnaby, BC V5A 1S6, Canada, EMBL Australia Group, South Australian Health and Medical Research Institute, Adelaide, SA 5000, Australia and School of Medicine, Flinders University, Bedford Park, SA 5042, Australia.	England
25945082	2015	Comparative proteomic analysis of hypertrophic chondrocytes in osteoarthritis.	Clinical proteomics	Institute of Molecular Biology and Biotechnology - FoRTH, Iraklio, Greece ; Department of Microbiology and Immunology, Rega Institute for Medical Research, KULeuven, Leuven, Belgium.	England
25940503	2015	Novel equine conceptus?endometrial interactions on Day 16 of pregnancy based on RNA sequencing.	Reproduction, fertility, and development	NA	Australia
25936657	2015	Gene expression profiling via bioinformatics analysis reveals biomarkers in laryngeal squamous cell carcinoma.	Molecular medicine reports	Department of Otolaryngology, Head and Neck Surgery, The Second Hospital of Jilin University, Changchun, Jilin 130041, P.R. China.	Greece
25925016	2015	Visual analysis of biological data-knowledge networks.	BMC bioinformatics	VISUS, University of Stuttgart, Allmandring 19, Stuttgart, Germany. corinna.vehlow@visus.uni-stuttgart.de.	United States
25922912	2015	Metabonomic Study of the Effects of Acanthopanax senticosus on Peripheral System of Rats.	Planta medica	Chinese Medicine Toxicological Laboratory, Heilongjiang University of Chinese Medicine, Harbin, P. R. China.	Germany
25918880	2015	Revealing the underlying mechanism of diabetic nephropathy viewed by microarray analysis.	Experimental and clinical endocrinology &amp; diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association	Endocrinology Department, Jinan Military General Hospital, Jinan, China.	Germany
25907256	2015	Exploring the Molecular Mechanism and Biomakers of Liver Cancer Based on Gene Expression Microarray.	Pathology oncology research : POR	Department of Lymphoma, Sino-US Center of Lymphoma and Leukemia, Tianjin Medical University Cancer Institute and Hospital, National Clinical Research Center for Cancer, Key Laboratory of Cancer Prevention and Therapy, Tianjin, China, 9957600@163.com.	Netherlands
25889429	2015	Systems biology of myasthenia gravis, integration of aberrant lncRNA and mRNA expression changes.	BMC medical genomics	Department of Neurology, Xiangya Hospital, Central South University, Changsha, 410008, China. luozhaohui_xy@126.com.	England
25883154	2015	CellWhere: graphical display of interaction networks organized on subcellular localizations.	Nucleic acids research	Bioinformatics Department, Bielefeld University, Bielefeld, D-33501, Germany Center for Research in Myology, Sorbonne Universités, UPMC Univ Paris 06, INSERM UMRS975, CNRS FRE3617, 47 Boulevard de l'hôpital, 75013 Paris, France.	England
25877637	2015	DisGeNET: a discovery platform for the dynamical exploration of human diseases and their genes.	Database : the journal of biological databases and curation	Research Programme on Biomedical Informatics (GRIB), Hospital del Mar Medical Research Institute (IMIM), Department of Experimental and Health Sciences, Universitat Pompeu Fabra, C/Dr Aiguader 88, E-08003 Barcelona, Spain, Roche Pharma Research and Early Development, pRED Informatics, Roche Innovation Center Penzberg, Roche Diagnostics GmbH, Nonnenwald 2, 82377 Penzberg, Germany and Scientific &amp; Business Information Services, Roche Diagnostics GmbH, Nonnenwald 2, 82377 Penzberg, Germany.	England
25865247	2015	CyToStruct: Augmenting the Network Visualization of Cytoscape with the Power of Molecular Viewers.	Structure (London, England : 1993)	Department of Computer Science &amp; Engineering, Polytechnic Institute of NYU, Brooklyn, NY 11201, USA.	United States
25859558	2015	Analysis and interpretation of transcriptomic data obtained from extended Warburg effect genes in patients with clear cell renal cell carcinoma.	Oncoscience	Edward Sanders Scientific Consulting, Rue du Clos 33, Peseux, Switzerland.	United States
25855937	2015	Common genes in coronary artery disease from Europe, Asia and North America regardless of race and lifestyle.	European review for medical and pharmacological sciences	Department of Gerontology, and Department of Cardiothoracic Surgery; The Third Municipal Hospital of Shijiazhuang City, Hebei, China. rui_gong619@163.com.	Italy
25844058	2015	Mass spectral similarity for untargeted metabolomics data analysis of complex mixtures.	International journal of mass spectrometry	Skaggs School of Pharmacy &amp; Pharmaceutical Sciences, University of California at San Diego, La Jolla, California, USA.	United States
25842907	2015	[Analysis of metabolic profile of Chlamydomonas reinhardtii cultivated under autotrophic conditions].	Prikladnaia biokhimiia i mikrobiologiia	NA	Russia (Federation)
25842371	2015	Quantitative proteomic analysis of the brainstem following lethal sarin exposure.	Brain research	Henry M. Jackson Foundation for the Advancement of Military Medicine, 2729 R Street, Wright Patterson AFB, Dayton, OH 45433, USA; Molecular Bioeffects Branch, Bioeffects Division, 711 Human Performance Wing, Human Effectiveness Directorate, Air Force Research Laboratory (711 HPW/RHDJ), WPAFB, Dayton, OH 45433, USA. Electronic address: mitchell.meade.1@us.af.mil.	Netherlands
25833953	2015	Construction of phosphorylation interaction networks by text mining of full-length articles using the eFIP system.	Database : the journal of biological databases and curation	Department of Computer and Information Sciences and Center for Bioinformatics and Computational Biology, University of Delaware, Newark, DE, USA Department of Computer and Information Sciences and Center for Bioinformatics and Computational Biology, University of Delaware, Newark, DE, USA oanat@udel.edu.	United States
25832863	2015	Identification of potential therapeutic target genes, key miRNAs and mechanisms in acute myeloid leukemia based on bioinformatics analysis.	Medical oncology (Northwood, London, England)	Department of Hematology, The First Affiliated Hospital of Harbin Medical University, No. 23, Youzheng Street, Nangang District, Harbin, 150001, China, hanyunf2@163.com.	United States
25824986	2015	Identification of therapeutic targets for breast cancer using biological informatics methods.	Molecular medicine reports	Department of Oncology, The People's Hospital of Linyi Economic and Technological Development Zone, Linyi, Shandong 276023, P.R. China.	Greece
25805103	2015	Identification of dysfunctional biological pathways and their synergistic mechanism in hepatocellular carcinoma process.	Experimental and molecular pathology	Department of Oncology, the Affiliated Hospital of Qingdao University, Qingdao, Shandong Province, China. Electronic address: wushenglili@hotmail.com.	Netherlands
25786624	2015	Systematic analysis to identify a key role of CDK1 in mediating gene interaction networks in cervical cancer development.	Irish journal of medical science	Department of Gynaecology and Obstetrics, Nanchong Central Hospital, North Sichuan Medical College, NO.97 South Renmin Road, Nanchong, 637000, Sichuan, China. lyxnanchong@126.com.	Ireland
25785089	2015	Identification of B cells participated in the mechanism of postmenopausal women osteoporosis using microarray analysis.	International journal of clinical and experimental medicine	Department of Orthopedics, Shandong Provincial Traditional Chinise Medical Hospital Jinan 250014, Shandong Province, China.	United States
25771989	2015	Comprehensive transcriptome analysis of mesenchymal stem cells in elderly patients with osteoporosis.	Aging clinical and experimental research	Department of Orthopaedic, Shanghai First People's Hospital, No. 85 Wujin road, Shanghai, 200080, China.	Germany
25769893	2015	A network pharmacology study of Sendeng-4, a Mongolian medicine.	Chinese journal of natural medicines	Department of Natural Medicinal Chemistry, College of Pharmacy, Inner Mongolia Medical University, Hohhot 010110, China.	China
25768320	2015	Identification of hepatocellular carcinoma-associated hub genes and pathways by integrated microarray analysis.	Tumori	Department of Hepatobiliary Surgery, Shandong Provincial Hospital affiliated to Shandong University, Jinan - China.	Italy
25757789	2015	Constructing simple biological networks for understanding complex high-throughput data in plants.	Methods in molecular biology (Clifton, N.J.)	Departamento de Genética Molecular y Microbiología, FONDAP Center for Genome Regulation, Millennium Nucleus for Plant Functional Genomics, Pontificia Universidad Católica de Chile, Santiago, Chile.	United States
25756408	2015	Gene expression profiling analysis of patients with ankylosing spondylitis.	Journal of spinal disorders &amp; techniques	Department of Orthopedics, Changhai Hospital of Shanghai, Shanghai, China.	United States
25755273	2015	BMRF-Net: a software tool for identification of protein interaction subnetworks by a bagging Markov random field-based method.	Bioinformatics (Oxford, England)	Bradley Department of Electrical and Computer Engineering, Virginia Tech, Arlington, VA 22203, USA.	United States
25753876	2015	Identifying hub genes and dysregulated pathways in hepatocellular carcinoma.	European review for medical and pharmacological sciences	The Department of General Surgery, Qilu Hospital of Shandong University, Jinan, China. binjin1@yeah.net.	Italy
25753874	2015	Effect evaluation of cisplatin-gemcitabine combination chemotherapy for advanced non-small cell lung cancer patients using microarray data.	European review for medical and pharmacological sciences	Department of Respiratory Diseases, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang Province, China. danwangdr@163.com.	Italy
25750651	2015	CoVennTree: a new method for the comparative analysis of large datasets.	Frontiers in genetics	Genetics &amp; Experimental Bioinformatics, Faculty of Biology, University of Freiburg Freiburg, Germany.	Switzerland
