pmid	year	title	journal	affiliation	country
24454858	2014	EGFR, HER-2 and KRAS in canine gastric epithelial tumors: a potential human model?	PloS one	Veterinary Oncology Center, Sasso Marconi, Italy ; Medical Imaging, Faculty of Veterinary Medicine, Ghent University, Ghent, Belgium.	United States
24432175	2014	Acute abdominal pain in childhood and adolescence: assessing the impact of sonography on diagnosis and treatment.	Journal of ultrasound	Department of Diagnostic Imaging, Ospedale San Giuseppe Moscati, Aversa, Italy.	Italy
24369047	2013	Palbociclib (PD 0332991) : targeting the cell cycle machinery in breast cancer.	Expert opinion on pharmacotherapy	Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (IRST) IRCCS, Department of Medical Oncology , Meldola , Italy +39 0543 739100 ; +39 0543 739151 ; a.rocca@irst.emr.it.	England
24329533	2013	In silico evaluation for the potential naturally available drugs for breast cancer.	Journal of receptor and signal transduction research	Department of Biochemistry, St. Marys College , Hyderabad, Andhra Pradesh , India.	England
24324975	2013	Curcumin inhibits tumor growth and angiogenesis in an orthotopic mouse model of human pancreatic cancer.	BioMed research international	Istituto Nazionale per lo Studio e la Cura dei Tumori &quot;Fondazione G. Pascale&quot;, IRCCS, Via Mariano Semmola, 80131 Naples, Italy.	United States
24276257	2013	Virtual lead identification of farnesyltransferase inhibitors based on ligand and structure-based pharmacophore techniques.	Pharmaceuticals (Basel, Switzerland)	Department of Medicinal Chemistry and Pharmacognosy, Faculty of Pharmacy, Jordan University of Science and Technology, P.O. Box 3030, Irbid 22110, Jordan. qabalas@just.edu.jo.	Switzerland
24275941	2013	Genome-wide identification and expression analysis of the mitogen-activated protein kinase gene family from banana suggest involvement of specific members in different stages of fruit ripening.	Functional &amp; integrative genomics	National Botanical Research Institute, Council of Scientific and Industrial Research (CSIR-NBRI), Rana Pratap Marg, Lucknow, 226001, India.	Germany
24218216	2013	Elucidation of metabolic pathways from enzyme classification data.	Methods in molecular biology (Clifton, N.J.)	Trinity College, Dublin, Ireland.	United States
24157872	2013	Panobinostat synergizes with zoledronic acid in prostate cancer and multiple myeloma models by increasing ROS and modulating mevalonate and p38-MAPK pathways.	Cell death &amp; disease	Experimental Pharmacology Unit, Istituto Nazionale per lo Studio e la Cura dei Tumori 'Fondazione Giovanni Pascale'-IRCCS, Napoli, Italy.	England
24139708	2013	Liverpool Care Pathway for patients with cancer in hospital: a cluster randomised trial.	Lancet (London, England)	Palliative Care Unit, Istituto di Ricovero e Cura a Carattere Scientifico (IRCCS) Arcispedale S Maria Nuova, Reggio Emilia, Italy. Electronic address: costantini.massimo@asmn.re.it.	England
24114495	2013	Novel approaches in melanoma prevention and therapy.	Cancer treatment and research	Unit of Melanoma, Immunotherapy and Innovative Therapies, Istituto Nazionale per lo Studio e la Cura dei Tumori Fondazione G. Pascale, Via Mariano Semmola, 80131, Naples, Italy.	United States
24114491	2013	New perspective for an old antidiabetic drug: metformin as anticancer agent.	Cancer treatment and research	Experimental Pharmacology Unit, Istituto Nazionale per lo Studio e la Cura dei Tumori Fondazioni Giovanni Pascale - IRCCS, 80131, Naples, Italy.	United States
24099273	2013	Identification of potential target genes of butyrate in dimethylhydrazine-induced colorectal cancer in mice.	Nutrition and cancer	a Department of Gastroenterology and Hepatology, Renji Hospital, School of Medicine , Shanghai Jiao-Tong University , Shanghai , China.	United States
24012219	2013	Microarray analysis of gene expression alteration in human middle ear epithelial cells induced by micro particle.	International journal of pediatric otorhinolaryngology	Department of Otorhinolaryngology-Head and Neck Surgery, Dongguk University Ilsan Hospital, Goyang, Gyeonggi, Republic of Korea.	Ireland
23988477	2013	Molecular modeling and simulation of FabG, an enzyme involved in the fatty acid pathway of Streptococcus pyogenes.	Journal of molecular graphics &amp; modelling	Department of Biotechnology, Alagappa University, Karaikudi, Tamil Nadu, India.	United States
23961958	2013	Proteomic analysis of extremely severe hand, foot and mouth disease infected by enterovirus 71.	BMC infectious diseases	Guangzhou Women and Children′s Medical Center, Guangzhou 510120, Guangdong, China.	England
23749582	2013	Functional allocation of synaptic contacts in microcircuits from rods via rod bipolar to AII amacrine cells in the mouse retina.	The Journal of comparative neurology	Studio Retina, Satonaka, Nishinomiya, Hyogo, 663-8183, Japan; Department of Biology, Hyogo College of Medicine, Nishinomiya, Hyogo, 663-8501, Japan.	United States
23732292	2013	Molecular cloning and characterization of TNFSF14 (LIGHT) and its receptor TNFRSF14 (HVEM) in guinea pig (Cavia porcellus).	Gene	Jiangsu Province Key Laboratory for Molecular and Medical Biotechnology, Life Sciences College, Nanjing Normal University, Nanjing 210046, China.	Netherlands
23562747	2013	Leptin-cytokine crosstalk in breast cancer.	Molecular and cellular endocrinology	Department of Microbiology, Biochemistry and Immunology, Morehouse School of Medicine, Atlanta, GA 30310, United States. Electronic address: gnewman@msm.edu.	United States
23504501	2013	Discovery of potential targets of selenomethionine-mediated chemoprevention in colorectal carcinoma mouse model using proteomics analysis.	Carcinogenesis	Department of Life Science, Dongguk University-Seoul, 26 Pil-dong 3-ga, Jung-gu, Seoul 100-715, Republic of Korea.	England
26317099	2013	Gene Network Analysis in Amygdala following Taste Aversion Learning in Rats.	Neuroscience journal	Department of Pharmaceutical Sciences, College of Pharmacy, University of South Florida, 12901 Bruce B Downs Boulevard MDC030, Tampa, FL 33612, USA.	United States
24688734	2013	A network view on Parkinson's disease.	Computational and structural biotechnology journal	Center for the Study of Biological Complexity, Virginia Commonwealth University, United States.	Sweden
23145121	2012	Luteolin induces carcinoma cell apoptosis through binding Hsp90 to suppress constitutive activation of STAT3.	PloS one	Jiangsu Province Key Laboratory for Molecular and Medicine Biotechnology, College of Life Science, Nanjing Normal University, Nanjing, People's Republic of China.	United States
23142241	2012	Wogonin induces apoptosis in RPMI 8226, a human myeloma cell line, by downregulating phospho-Akt and overexpressing Bax.	Life sciences	Department of Pathology, The First Affiliated Hospital, Sun Yat-sen University, 58, Zhongshan Road II, Guangzhou 510080, China.	Netherlands
23012423	2012	MiR-494 is regulated by ERK1/2 and modulates TRAIL-induced apoptosis in non-small-cell lung cancer through BIM down-regulation.	Proceedings of the National Academy of Sciences of the United States of America	Fondazione Istituto di Ricovero e Cura a Carattere Scientifico (IRCCS) Studio di Diagnostica Nucleare (SDN), 80143 Naples, Italy.	United States
22944462	2012	Microbial cell components induced tolerance to flagellin-stimulated inflammation through Toll-like receptor pathways in intestinal epithelial cells.	Cytokine	Department of Pediatrics, University of Florida, 1600 SW Archer Road, Gainesville, FL 32610, USA.	United States
22926964	2012	Overexpression of genes of the fatty acid biosynthetic pathway leads to accumulation of sterols in Saccharomyces cerevisiae.	Yeast (Chichester, England)	Insilicogen Inc., Gyeonggi-do, Korea.	England
22850470	2012	Microarray profiling of secretory-phase endometrium from patients with recurrent miscarriage.	Reproductive biology	Department of Physiology, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.	Poland
22831278	2012	Perspectives on mTOR inhibitors for castration-refractory prostate cancer.	Current cancer drug targets	IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (I.R.S.T.), Via Piero Maroncelli 40, 47014 Meldola (FC), Italy.	Netherlands
22739413	2012	Effect of diallyl disulfide on insulin-like growth factor signaling molecules involved in cell survival and proliferation of human prostate cancer cells in vitro and in silico approach through docking analysis.	Phytomedicine : international journal of phytotherapy and phytopharmacology	Department of Endocrinology, Dr. ALM Post Graduate Institute of Basic Medical Sciences, University of Madras, Taramani, Chennai 600113, India.	Germany
22736935	2012	Evaluation of gene expression profiles and pathways underlying postnatal development in mouse sclera.	Molecular vision	Singapore Eye Research Institute, Singapore.	United States
22700530	2012	Evidence of corticospinal tract injury at midbrain in patients with subarachnoid hemorrhage.	Stroke	Department of Physical Medicine and Rehabilitation, College of Medicine, Yeungnam University, Daemyungdong, Namku, Ta, Republic of Korea.	United States
22698579	2012	Schisandrin B exerts anti-neuroinflammatory activity by inhibiting the Toll-like receptor 4-dependent MyD88/IKK/NF-κB signaling pathway in lipopolysaccharide-induced microglia.	European journal of pharmacology	Research Studio of Integration of Traditional and Western Medicine, First Hospital, Peking University, Beijing 100034, China.	Netherlands
22576057	2012	Transcriptome analysis reveals critical genes and key pathways for early cotton fiber elongation in Ligon lintless-1 mutant.	Genomics	The State Key Laboratory of Crop Genetics and Germplasm Enhancement, Nanjing Agricultural University, Nanjing, Jiangsu 210095, China. kangliu@njau.edu.cn	United States
22569004	2012	Predictive role of multiple gene alterations in response to cetuximab in metastatic colorectal cancer: a single center study.	Journal of translational medicine	Biosciences Laboratory, IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (I.R.S.T.), Via Maroncelli 40, 47014 Meldola (FC), Italy.	England
22487523	2012	Invasive markers identified by gene expression profiling in pancreatic cancer.	Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]	Department of Surgery, Trinity College Dublin, The Adelaide and Meath Hospital Incorporating the National Children's Hospital, Tallaght, Dublin 24, Ireland.	Switzerland
22326768	2012	Pathway-based identification of a smoking associated 6-gene signature predictive of lung cancer risk and survival.	Artificial intelligence in medicine	Department of Community Medicine, West Virginia University, Morgantown, WV 26506, USA. lguo@hsc.wvu.edu	United States
22301196	2012	Transforming semi-structured life science diagrams into meaningful domain ontologies with DiDOn.	Journal of biomedical informatics	School of Computer Science, University of KwaZulu-Natal, Private Bag X54001, 4000 Durban, South Africa. keet@ukzn.ac.za	United States
22272227	2012	Identification of a potential ovarian cancer stem cell gene expression profile from advanced stage papillary serous ovarian cancer.	PloS one	Massachusetts General Hospital Cancer Center, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, United States of America.	United States
22212895	2012	Organosulfur derivatives of the HDAC inhibitor valproic acid sensitize human lung cancer cell lines to apoptosis and to cisplatin cytotoxicity.	Journal of cellular physiology	Biosciences Laboratory, IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (I.R.S.T.), Meldola, Italy. anna.tesei@irst.emr.it	United States
22178533	2011	Microarray analysis revealed dysregulation of multiple genes associated with chemoresistance to As(2)O(3) and increased tumor aggressiveness in a newly established arsenic-resistant ovarian cancer cell line, OVCAR-3/AsR.	European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences	Department of Pharmacy, National University of Singapore, 18 Science Drive 4, Singapore 117 543, Singapore. phaops@nus.edu.sg	Netherlands
22138567	2011	Aluminum maltolate induces primary rat astrocyte apoptosis via overactivation of the class III PI3K/Beclin 1-dependent autophagy signal.	Toxicology in vitro : an international journal published in association with BIBRA	Research Studio of Integration of Traditional and Western Medicine, First Hospital, Peking University, Beijing 100034, China.	England
22021908	2011	Identification of the common regulators for hepatocellular carcinoma induced by hepatitis B virus X antigen in a mouse model.	Carcinogenesis	Institute of Molecular and Genomic Medicine, National Health Research Institutes, Taiwan.	England
22008206	2011	Proteome analysis during chondrocyte differentiation in a new chondrogenesis model using human umbilical cord stroma mesenchymal stem cells.	Molecular &amp; cellular proteomics : MCP	Rheumatology Division, Cellular Therapy Unit, INIBIC-Hospital Universitario A Coruña, 15006 A Coruña-Spain.	United States
21893401	2011	Modified Wu-Zi-Yan-Zong prescription, a traditional Chinese polyherbal formula, suppresses lipopolysaccharide-induced neuroinflammatory processes in rat astrocytes via NF-κB and JNK/p38 MAPK signaling pathways.	Phytomedicine : international journal of phytotherapy and phytopharmacology	Research Studio of Integration of Traditional and Western Medicine, First Hospital, Peking University, Beijing, China.	Germany
21857934	2011	Calcium prevents tumorigenesis in a mouse model of colorectal cancer.	PloS one	Division of Gastroenterology, Shanghai Jiao-Tong University School of Medicine, Renji Hospital, Shanghai Institute of Digestive Disease, Shanghai, China.	United States
21857521	2011	Ginkgo may prevent genetic-associated ovarian cancer risk: multiple biomarkers and anticancer pathways induced by ginkgolide B in BRCA1-mutant ovarian epithelial cells.	European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP)	Obstetrics and Gynecology Hospital, Department of Obstetrics and Gynecology of Shanghai Medical School, PR China.	United States
21711528	2011	Analysis of EGFR signaling pathway in nasopharyngeal carcinoma cells by quantitative phosphoproteomics.	Proteome science	Key Laboratory of Cancer Proteomics of Chinese Ministry of Health, Xiangya Hospital, Central South University, Changsha 410008, China. zqxiao2001@hotmail.com.	England
21569507	2011	Identification of new autoantibody specificities directed at proteins involved in the transforming growth factor β pathway in patients with systemic sclerosis.	Arthritis research &amp; therapy	Institut Cochin, Université Paris Descartes, CNRS UMR 8104, 8 rue Méchain, F-75014 Paris, France.	England
21394739	2011	TMPRSS2/ERG fusion gene expression alters chemo- and radio-responsiveness in cell culture models of androgen independent prostate cancer.	The Prostate	Department of Radiation Oncology, University of Texas, Medical Branch, Galveston, Texas; Department of Radiation Oncology, William Beaumont Hospital, Royal Oak, Michigan.	United States
21272652	2011	Activation of cytokine expression occurs through the TNFα/NF-κB-mediated pathway in birnavirus-infected cells.	Fish &amp; shellfish immunology	Institute of Cellular and Organismic Biology, Academia Sinica, Nankang 115, Taipei, Taiwan.	England
21247416	2011	Ubiquitin-proteasome genes as targets for modulation of cisplatin sensitivity in fission yeast.	BMC genomics	Fondazione IRCCS, Istituto Nazionale per Studio e Cura dei Tumori, 20133 Milan, Italy.	United Kingdom
21139574	2010	Involvement of CD40-CD40 ligand in uncomplicated and refractory celiac disease.	The American journal of gastroenterology	First Department of Medicine, Fondazione IRCCS Policlinico S. Matteo, Centro per lo Studio e Cura della Malattia Celiaca, University of Pavia, Pavia, Italy. a.disabatino@smatteo.pv.it	United States
21136955	2010	Comparative proteomic analysis to discover potential therapeutic targets in human multiple myeloma.	Proteomics. Clinical applications	Institute of Life and Health Engineering, Jinan University, Guangzhou, P. R. China.	Germany
21133343	2010	Molecular docking and pharmacophore filtering in the discovery of dual-inhibitors for human leukotriene A4 hydrolase and leukotriene C4 synthase.	Journal of chemical information and modeling	Division of Applied Life Science, BK21 Program, Environmental Biotechnology National Core Research Center, Plant Molecular Biology and Biotechnology Research Center, Gyeongsang National University, 900 Gazwa-dong, Jinju 660-701, Republic of Korea.	United States
25984394	2010	Network-Based Identification of Smoking-Associated Gene Signature for Lung Cancer.	Proceedings. IEEE International Conference on Bioinformatics and Biomedicine	Mary Babb Randolph Cancer Center, West Virginia University, Morgantown, WV 26506-9300.	United States
21096084	2010	Construction of signaling pathways and identification of drug effects on the liver cancer cell HepG2.	Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference	Department of Mechanical Engineering of National Technical University of Athens, 15780 Greece.	United States
21070292	2010	Microarray analysis after strenuous exercise in peripheral blood mononuclear cells of endurance horses.	Animal genetics	Centro di Studio del Cavallo Sportivo-DPDCV, University of Perugia, Via San Costanzo 4, 06126 Perugia, Italy.	England
20973258	2010	Gene expression profiling and cancer-related pathways in type I endometrial carcinoma.	International journal of gynecological cancer : official journal of the International Gynecological Cancer Society	Department of Physiology, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.	United States
20926982	2010	Pathway analysis in microarray data: a comparison of two different pathway analysis devices in the same data set.	Shock (Augusta, Ga.)	Chirurgische Klinik und Poliklinik-Innenstadt, Ludwig-Maximilians University, Munich, Germany. Viktoria.Bogner@med.uni-muenchen.de	United States
20861532	2010	Analysis and construction of pathogenicity island regulatory pathways in Salmonella enterica serovar Typhi.	Journal of integrative bioinformatics	Centre for Chemical Biology, Universiti Sains Malaysia, 1st Floor, Block B, No 10, Persiaran Bukit Jambul, 11900 Bayan Lepas, Pulau Pinang, Malaysia. moc.liamg@nullbccnaeyus	Germany
20663702	2010	Pathway analysis software: annotation errors and solutions.	Molecular genetics and metabolism	Department of Pediatrics, David Geffen School of Medicine at UCLA, Los Angeles, CA 90095-7088, USA.	United States
20650822	2010	A survey of current software for network analysis in molecular biology.	Human genomics	Center for the Study of Biological Complexity, Virginia Commonwealth University, Richmond, 23284-2030, USA.	England
20645653	2010	Molecular docking studies to map the binding site of squalene synthase inhibitors on dehydrosqualene synthase of Staphylococcus aureus.	Journal of biomolecular structure &amp; dynamics	Biotechnology Division, Central Institute of Medicinal and Aromatic Plants (Council of Scientific &amp; Industrial Research) P.O. CIMAP, Kukrail Picnic Spot Road, Lucknow-226015, Uttar Pradesh, India. amangenomics@gmail.com	England
20556864	2010	Computational approaches for drug repositioning and combination therapy design.	Journal of bioinformatics and computational biology	Ariadne Genomics Inc. 9430 Key West avenue, Rockville, Maryland 20850, USA. ekotelnikova@gmail.com	England
20001709	2009	Cytokine array analysis of peritoneal fluid between women with endometriosis of different stages and those without endometriosis.	Biomarkers : biochemical indicators of exposure, response, and susceptibility to chemicals	Center of Clinical Reproductive Medicine, Department of Obstetrics and Gynecology, First Affiliated Hospital of Nanjing Medical University, Nanjing, China.	England
20000412	2009	Dynamic NMR study of ethene exchange in cationic CNN-type platinum(II) complexes.	Inorganic chemistry	Istituto per lo Studio dei Materiali Nanostrutturati, ISMN-CNR, Unità di Messina-Sezione di Palermo, Messina, Italy. rosaria.plutino@pa.ismn.cnr.it	United States
19965878	2009	The Gene Interaction Miner: a new tool for data mining contextual information for protein-protein interaction analysis.	Bioinformatics (Oxford, England)	School of Electrical Engineering and Computer Science The University of Newcastle, Callaghan, NSW, 2308, Australia.	England
23480468	2009	Ariadne's ChemEffect and Pathway Studio knowledge base.	Expert opinion on drug discovery	Ariadne Genomics, Inc. 9430 Key West Ave, Rockville MD, 20850, USA +1 240 453 6296 ; +1 240 453 9026 ; nikolai@ariadnegenomics.com.	England
19752719	2009	Role of efflux pump activity in lapatinib/caelyx combination in breast cancer cell lines.	Anti-cancer drugs	Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori, Meldola (FC), Italy.	England
19710940	2009	Proteome analysis of biomarkers in the cerebrospinal fluid of neuromyelitis optica patients.	Molecular vision	Institute of Biochemistry and Molecular Biology, School of Medicine, Shandong University, Shandong 250012, People's Republic of China.	United States
19668444	2009	Latanoprost ophthalmic solution in the treatment of open angle glaucoma or raised intraocular pressure: a review.	Clinical ophthalmology (Auckland, N.Z.)	Cattedra di Malattie dell'Apparato Visivo, Università degli studi di Brescia, USVD &quot;Centro per lo studio del Glaucoma&quot; Spedali Civili di Brescia.	New Zealand
19607655	2009	The transcriptional response of Pasteurella multocida to three classes of antibiotics.	BMC genomics	College of Veterinary Medicine, Mississippi State University, Mississippi State, MS 39762, USA. bnanduri@cvm.msstate.edu	England
19615118	2009	Methods for interpreting lists of affected genes obtained in a DNA microarray experiment.	BMC proceedings	Aarhus University, Faculty of Agricultural Sciences, Department of Genetics and Biotechnology, P.O. Box 50 DK-8830 Tjele, Denmark. Jakob.Hedegaard@agrsci.dk	United Kingdom
19615111	2009	Pathway results from the chicken data set using GOTM, Pathway Studio and Ingenuity softwares.	BMC proceedings	INRA, UMR444, Laboratoire de Génétique Cellulaire, F-31326 Castanet-Tolosan, France. agnes.bonnet@toulouse.inra.fr	England
19444643	2009	Proteome analysis of haptoglobin in cerebrospinal fluid of neuromyelitis optica.	Molecular biology reports	Institute of Biochemistry and Molecular Biology, School of Medicine, Shandong University, Shandong, People's Republic of China.	Netherlands
19288493	2009	Role of RAF/MEK/ERK pathway, p-STAT-3 and Mcl-1 in sorafenib activity in human pancreatic cancer cell lines.	Journal of cellular physiology	Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori, Meldola, Italy.	United States
19221747	2009	Polymorphisms of pro-inflammatory genes and prostate cancer risk: a pharmacogenomic approach.	Cancer immunology, immunotherapy : CII	Gruppo di Studio sull'Immunosenescenza, Dipartimento di Biopatologia e Metodologie Biomediche, Università di Palermo, Palermo, Italy. marcoc@unipa.it	Germany
19209238	2009	Comparative mitochondrial proteomic analysis of Rji cells exposed to adriamycin.	Molecular medicine (Cambridge, Mass.)	Department of Hematology, Provincial Hospital affiliated to Shandong University, Jinan, China.	United States
19131553	2009	Gene expression profiling of ATL patients: compilation of disease-related genes and evidence for TCF4 involvement in BIRC5 gene expression and cell viability.	Blood	Laboratory of Cellular Oncology, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA.	United States
18491321	2008	Quantitative analysis of Streptococcus pneumoniae TIGR4 response to in vitro iron restriction by 2-D LC ESI MS/MS.	Proteomics	College of Veterinary Medicine, Mississippi State University, MS 39762, USA. bnanduri@cvm.msstate.edu	Germany
18472019	2008	NCX 4040, an NO-donating acetylsalicylic acid derivative: efficacy and mechanisms of action in cancer cells.	Nitric oxide : biology and chemistry	Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori, Via Maroncelli 40, 47014 Meldola, FC, Italy. anna.tesei@ausl.fo.it	United States
18460182	2008	Reconstructing networks of pathways via significance analysis of their intersections.	BMC bioinformatics	Centro Interdipartimentale &quot;L, Galvani&quot;, Università di Bologna, Bologna 40127, Italy. mirko.francesconi@studio.unibo.it	United States
18384105	2008	Investigating copper-regulated protein expression in Menkes fibroblasts using antibody microarrays.	Proteomics	Centre for Neuroscience, The University of Melbourne, Victoria, Australia.	Germany
17720984	2007	Tools for visually exploring biological networks.	Bioinformatics (Oxford, England)	McGill Centre for Bioinformatics, 3775 University Street, Montreal, QCH3A 2B4, Canada. msuder@mcb.mcgill.ca	England
17641412	2007	Short interfering RNA directed against the SLUG gene increases cell death induction in human melanoma cell lines exposed to cisplatin and fotemustine.	Cellular oncology : the official journal of the International Society for Cellular Oncology	Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori, Meldola, Italy.	Netherlands
17460170	2007	Genetics of inflammation in age-related atherosclerosis: its relevance to pharmacogenomics.	Annals of the New York Academy of Sciences	Gruppo di Studio sull'Immunosenescenza, Dipartimento di Biopatologia e Metodologie Biomediche, Corso Tukory 211, 90134 Palermo, Italy. gcandore@unipa.it.	United States
17350262	2007	Breast imaging and needle biopsy in women with clinically evident breast cancer: does combined imaging change overall diagnostic sensitivity?	Breast (Edinburgh, Scotland)	Department of Diagnostic Imaging, Centro per lo Studio e la Prevenzione Oncologica (CSPO), viale A. Volta 171, 50131 Florence, Italy. s.ciatto@cspo.it	Netherlands
17298298	2007	Pathway analysis software as a tool for drug target selection, prioritization and validation of drug mechanism.	Expert opinion on therapeutic targets	Ariadne Genomics, Inc., 9430 Key West Avenue, Rockville, MD 20850, USA. sivachenko@ariadnegenomics.com	England
17012217	2006	Animated cell biology: a quick and easy method for making effective, high-quality teaching animations.	CBE life sciences education	Department of Biology, University of Toronto at Mississauga, Mississauga, Ontario, Canada L5L 1C6. doday@utm.utoronto.ca	United States
16906516	2006	Phenotype-genotype correlation: challenge of intestinal-type adenocarcinoma of the nasal cavity and paranasal sinuses.	Head &amp; neck	Department of Experimental Oncology, Istituto Nazionale per lo Studio e la Cura dei Tumori, Via Venezian 1, 20133 Milan, Italy.	United States
16818621	2006	Coexpression of NRASQ61R and BRAFV600E in human melanoma cells activates senescence and increases susceptibility to cell-mediated cytotoxicity.	Cancer research	Unit of Immunobiology of Human Tumors, Department of Experimental Oncology, Istituto Nazionale per lo Studio e la Cura dei Tumori, Via Venezian 1, 20133 Milan, Italy.	United States
16778219	2006	Association of antigen-processing machinery and HLA antigen phenotype of melanoma cells with survival in American Joint Committee on Cancer stage III and IV melanoma patients.	Cancer research	Unit of Human Tumors Immunobiology and Department of Pathology, Istituto Nazionale per lo Studio e la Cura dei Tumori, Milan, Italy. andrea.anichini@istitutotumori.mi.it	United States
16509824	2006	Agmatine is transported into liver mitochondria by a specific electrophoretic mechanism.	The Biochemical journal	Dipartimento di Chimica Biologica, Università di Padova, Istituto di Neuroscienze del CNR., Unità per lo studio delle Biomembrane, 35121 Padova, Italy.	England
16473140	2006	Molecular alterations of cells resistant to platinum drugs: role of PKCalpha.	Biochimica et biophysica acta	Istituto Nazionale per lo Studio e la Cura dei Tumori, via Venezian 1, 20133 Milan, Italy.	Netherlands
16095810	2005	APAF-1 signaling in human melanoma.	Cancer letters	Unit of Human Tumor Immunobiology, Dept. of Experimental Oncology, Istituto Nazionale per lo Studio e la Cura dei Tumori, Via Venezian 1, 20133, Milan, Italy. andrea.anichini@istitutotumori.mi.it	Ireland
16082388	2005	Silencing of SH-PTP2 defines a crucial role in the inactivation of epidermal growth factor receptor by 5-aminosalicylic acid in colon cancer cells.	Cell death and differentiation	Dipartimento di Medicina Interna, Cattedra di Gastroenterologia e Centro di Eccellenza per lo studio delle malattie complesse e multifattoriali, University Tor Vergata of Rome, Rome, Italy. Gi.Monteleone@Med.uniroma2.it	England
16026646	2005	Development of resistance to the atypical retinoid, ST1926, in the lung carcinoma cell line H460 is associated with reduced formation of DNA strand breaks and a defective DNA damage response.	Neoplasia (New York, N.Y.)	Istituto Nazionale per lo Studio e la Cura dei Tumori, Milan 20133, Italy.	United States
15781651	2005	Modulation of survival signaling pathways and persistence of the genotoxic stress as a basis for the synergistic interaction between the atypical retinoid ST1926 and the epidermal growth factor receptor inhibitor ZD1839.	Cancer research	Istituto Nazionale per lo Studio e la Cura dei Tumori, Milan, Italy.	United States
15711131	2005	[MIPS: multicenter Italian pneumonia study. Results of an observational, prospective and multicenter study on the clinical approach to community-acquired pneumonia].	Le infezioni in medicina : rivista periodica di eziologia, epidemiologia, diagnostica, clinica e terapia delle patologie infettive	U. O. di Medicina Interna Ospedale Santa Corona di Pietra Ligure, DIMI Universita di Genova, U.O. di Medicina Interna Ospedale Evangelico Internazionale di Genova, U.O. di Medicina Interna II Ospedale Galliera di Genova, Italy.	Italy
15677764	2005	Carbenoxolone induces oxidative stress in liver mitochondria, which is responsible for transition pore opening.	Endocrinology	Dipartimento di Chimica Biologica, Università di Padova, Istituto di Neuroscienze del Consiglio Nazionale delle Ricerche, Unità per lo Studio delle Biomembrane, 35121 Padova, Italy.	United States
15551952	2004	[Excretion kinetics of phenylhydroxyethyl mercapturic acids (PHEMAs), ethanol consumption, and chronic exposure to styrene: preliminary data on humans].	Giornale italiano di medicina del lavoro ed ergonomia	Laboratorio per lo Studio e il Monitoraggio dell'Esposizione a Inquinanti Aeriformi (LabS-MEIA), Fondazione Salvatore Maugeri I.R.C.C.S., Pavia, Italy. snegri@fsm.it	Italy
15492260	2004	Apoptosis protease activator protein-1 expression is dispensable for response of human melanoma cells to distinct proapoptotic agents.	Cancer research	Human Tumor Immunobiology Unit, Department of Experimental Oncology and Department of Pathology, Istituto Nazionale per lo Studio e la Cura dei Tumori, Milan, Italy.	United States
15379717	2004	Interaction of biologically active amines with mitochondria and their role in the mitochondrial-mediated pathway of apoptosis.	Current medicinal chemistry	Dipartimento di Chimica Biologica, Università di Padova, Istituto di Neuroscienze del C.N.R., Unità per lo Studio delle Biomembrane, Viale G. Colombo 3, 35121 Padova, Italy. antonio.toninello@unipd.it	Netherlands
15322424	2004	Molecular detection of dopamine decarboxylase expression by means of reverse transcriptase and polymerase chain reaction in bone marrow and peripheral blood: utility as a tumor marker for neuroblastoma.	Diagnostic molecular pathology : the American journal of surgical pathology, part B	Department of Medical Oncology, Division of Pediatrics, Istituto Nazionale per lo Studio e la Cura dei Tumori, Milan, Italy. fabio.bozzi@istitutotumori.mi.it	United States
15217933	2004	Different genetic features associated with colon and rectal carcinogenesis.	Clinical cancer research : an official journal of the American Association for Cancer Research	Department of Experimental Oncology, Istituto Nazionale per lo Studio e la Cura dei Tumori, and Federazione Italiana Ricerca Cancro, Institute of Molecular Oncology, Milan, Italy.	United States
15003874	2004	Effects of polyamines on mitochondrial Ca(2+) transport.	Biochimica et biophysica acta	Dipartimento di Chimica Biologica, Universita' di Padova, Istituto di Neuroscienze del C.N.R., Unita' per lo Studio delle Biomembrane, Via G. Colombo 3, 35121 Padua, Italy.	Netherlands
