pmid	year	title	journal	affiliation	country
25922558	2015	Barriers to and Facilitators of Access and Participation in Community-Based Exercise Programmes from the Perspective of Adults with Post-stroke Aphasia.	Physiotherapy Canada. Physiotherapie Canada	Department of Physical Therapy, University of Toronto.	Canada
25907192	2015	Medical faculty members' perspectives on the components of cross-cultural competence in the Islamic Republic of Iran: a qualitative study.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Department of Community Medicine, Mashhad University of Medical Sciences, Mashhad, Islamic Republic of Iran.	Egypt
25883789	2015	Oral salt and water versus intravenous saline for the prevention of acute kidney injury following contrast-enhanced computed tomography: study protocol for a pilot randomized trial.	Canadian journal of kidney health and disease	Division of Nephrology, Faculty of Medicine, University of Ottawa, Ottawa, Canada ; Clinical Epidemiology Program, Ottawa Hospital Research Institute, Ottawa, Canada ; Division of Nephrology, The Ottawa Hospital, Riverside Campus, 1967 Riverside Drive, Ottawa, Ontario K1H 7 W9 Canada.	England
25883403	2015	The effectiveness of interventions to reduce the household economic burden of illness and injury: a systematic review.	Bulletin of the World Health Organization	The George Institute for Global Health, PO Box M201, Missenden Road, Camperdown, NSW 2050, Australia .	Switzerland
25876822	2015	Breast cancer screening programme: experience from Eastern province, Saudi Arabia.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Department of Radiology, King Fahd Hospital of the University, University of Dammam, Dammam, Saudi Arabia; Saudi Cancer Foundation, Al Khobar, Saudi Arabia.	Egypt
25838785	2015	E-cigarettes: Are we renormalizing public smoking? Reversing five decades of tobacco control and revitalizing nicotine dependency in children and youth in Canada.	Paediatrics &amp; child health	Past president of the Canadian Paediatric Society.	Canada
25838564	2015	Le mentorat dans le milieu de la santé: un hôpital de réadaptation lance un programme novateur pour les leaders émergents.	Healthcare management forum	NA	United States
25780628	2015	Development of a hemodialysis safety checklist using a structured panel process.	Canadian journal of kidney health and disease	Division of Nephrology, St. Michael's Hospital, University of Toronto, Toronto, Canada.	England
25767947	2015	Surgical treatment of intractable pelvic, groin, and perineal neuropathic pain in a gynaecologic patient: triple neurectomy.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynaecology, Dalhousie University, Halifax NS; Department of Obstetrics and Gynaecology, Université de Montréal, Montreal QC.	Netherlands
25767946	2015	The impact of qualitative research on gynaecologic oncology guidelines.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynecology, Jewish General Hospital, McGill University, Montreal QC; Division of Gynecologic Oncology, Segal Cancer Centre, Jewish General Hospital, McGill University, Montreal QC.	Netherlands
25764040	2015	Technical update on tissue morcellation during gynaecologic surgery: its uses, complications, and risks of unsuspected malignancy.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Ottawa ON.	Netherlands
25733955	2015	Clinical predictors of therapeutic response to antipsychotics in schizophrenia.	Dialogues in clinical neuroscience	The Zucker Hillside Hospital, Psychiatry Research, North Shore - Long Island Jewish Health System, Glen Oaks, New York, USA.	France
25673907	2015	Blocking the expression of syntaxin 4 interferes with initial phagocytosis of Brucella melitensis in macrophages.	Canadian journal of veterinary research = Revue canadienne de recherche veterinaire	Laboratorio de Microbiología Molecular, Departamento de Microbiología e Inmunología, Facultad de Medicina Veterinaria y Zootecnia, Universidad Nacional Autónoma de México, Av. Universidad 3000, Circuito Exterior s/n, CU, Distrito Federal 04510, México (Castañeda-Ramírez, González-Rodríguez, Hernández-Pineda, Verdugo-Rodríguez); Departamento de Zootecnia, Universidad Autónoma Chapingo, Texcoco, México (Castañeda-Ramírez).	Canada
25673906	2015	Development of a murine ocular posterior segment explant culture for the study of intravitreous vector delivery.	Canadian journal of veterinary research = Revue canadienne de recherche veterinaire	Department of Small Animal Clinical Sciences (Denk, Sandmeyer, Bauer, Grahn); Veterinary Microbiology (Misra); and Veterinary Biomedical Sciences (Singh, Forsyth), Western College of Veterinary Medicine, University of Saskatchewan, Saskatoon, Saskatchewan.	Canada
25668048	2015	Parvovirus B19 infection in pregnancy.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	St. John's NL.	Netherlands
25668045	2015	Tubal teratoma causing anti-NMDAR encephalitis.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics, Gynecology and Reproductive Sciences, University of Manitoba, Winnipeg MB.	Netherlands
25664521	2015	Medical faculty members' perspectives on the components of cross-cultural competence in the Islamic Republic of Iran: a qualitative study.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Department of Community Medicine, Faculty of Medicine, Mashhad University of Medical Sciences, Mashhad, Islamic Republic of Iran.	Egypt
25664520	2015	Physicians' attitudes towards interaction with the pharmaceutical industry.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	King Saud University, Riyadh, Saudi Arabia.	Egypt
25664517	2015	Perinatal health care in a conflict-affected setting: evaluation of health-care services and newborn outcomes at a regional medical centre in Iraq.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Bint Al-Huda Maternal and Child Teaching Hospital, Dhi Qar Governorate, Nasiriyah, Iraq.	Egypt
25598180	2015	The integration of minimally invasive surgery in surgical practice in a Canadian setting: results from 2 consecutive province-wide practice surveys of general surgeons over a 5-year period.	Canadian journal of surgery. Journal canadien de chirurgie	The Division of General Surgery, Sunybrook Health Sciences Centre - Odette Cancer Centre, and the Department of Surgery, University of Toronto, Toronto, Ont.	Canada
25574676	2015	The effect of age, ethnicity, and level of education on fertility awareness and duration of infertility.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Faculty of Medicine, University of Toronto, Toronto ON.	Netherlands
25558103	2015	Responses to donor proliferation in Ghana's health sector: a qualitative case study.	Bulletin of the World Health Organization	Yale School of Public Health, PO Box 208034, New Haven, CT 06520-8034, United States of America (USA).	United States
25552775	2015	Challenges facing HIV treatment in Guinea-Bissau: the benefits of international research collaborations.	Bulletin of the World Health Organization	Projecto de Saúde de Bandim, INDEPTH Network, Apertado 861, 1004 Bissau Codex, Guinea-Bissau .	Switzerland
25550661	2015	A four year prospective study of injuries in elite Ontario youth provincial and national soccer players during training and matchplay.	The Journal of the Canadian Chiropractic Association	Canadian Memorial Chiropractic College, Sports &amp; Rehabilitation Specialist, Acupuncture, Clinical Director of Sports Centres, Assistant Professor, CMCC, Chair Medical Advisory Committee OSA, Provincial &amp; National Soccer Training Centres-Ontario, Medical Coordinator, Toronto Lynx Soccer Club.	Canada
27408755	2015	Mass screening for chronic kidney disease in rural and remote Canadian first nations people: methodology and demographic characteristics.	Canadian journal of kidney health and disease	Diabetes Integration Project, Winnipeg, Canada ; University of Manitoba, Centre for Aboriginal Health Education, Winnipeg, Canada.	England
27408754	2015	Percutaneous native renal biopsy adequacy: a successful interdepartmental quality improvement activity.	Canadian journal of kidney health and disease	Department of Pathology and Laboratory Medicine, Dalhousie University, Halifax, Nova Scotia Canada.	England
25422679	2014	Using VisANT to Analyze Networks.	Current protocols in bioinformatics	Bioinformatics Program, Boston University, Boston, Massachusetts.	United States
25421078	2014	NA	Canadian journal of surgery. Journal canadien de chirurgie	The Sunnybrook Research Institute, Toronto, Ont.	Canada
25408183	2014	Awakening professionals' critical awareness of health literacy issues within a francophone linguistic-minority population in Ontario.	Chronic diseases and injuries in Canada	Daphne Cockwell School of Nursing, Faculty of Community Services, Ryerson University, Toronto, Ontario, Canada.	Canada
25408179	2014	Developing injury indicators for First Nations and Inuit children and youth in Canada: a modified Delphi approach.	Chronic diseases and injuries in Canada	Department of Pediatrics, Faculty of Medicine, University of British Columbia, Vancouver, British Columbia, Canada; B.C. Injury Research and Prevention Unit, Child and Family Research Institute, B.C. Children's Hospital, Vancouver, British Columbia, Canada; First Nations and Inuit Children and Youth Injury Indicators Working Group.	Canada
25408177	2014	Health inequalities associated with neighbourhood deprivation in the Quebec population with hypertension in primary prevention of cardiovascular disease.	Chronic diseases and injuries in Canada	Department of Family and Emergency Medicine, Université de Sherbrooke, Sherbrooke, Quebec, Canada; Groupe de recherche PRIMUS, Centre de recherche CHUS, Sherbrooke, Quebec, Canada.	Canada
25378755	2014	Adverse childhood experiences and associations with health-harming behaviours in young adults: surveys in eight eastern European countries.	Bulletin of the World Health Organization	Centre for Public Health, Liverpool John Moores University, 15-21 Webster Street, Liverpool L3 2ET, England .	Switzerland
25378726	2014	Developing an alcohol policy assessment toolkit: application in the western Pacific.	Bulletin of the World Health Organization	National Drug and Alcohol Research Centre, University of New South Wales, 22-32 King Street, Sydney, New South Wales, 2031, Australia .	Switzerland
25375307	2014	Prenatal screening, diagnosis, and pregnancy management of fetal neural tube defects.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Calgary AB.	Netherlands
25375302	2014	Are there flaws in the follow-up of women with low-grade cervical dysplasia in Ontario?	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Division of Gynecologic Oncology, University of Toronto, Sunnybrook Regional Cancer Centre, Toronto ON.	Netherlands
25371692	2014	Factors associated with noncompletion of latent tuberculosis infection treatment in an inner-city population in Edmonton, Alberta.	The Canadian journal of infectious diseases &amp; medical microbiology = Journal canadien des maladies infectieuses et de la microbiologie medicale	Department of Laboratory Medicine, Medical Microbiology, Regina Qu'Appelle Health Region, Regina, Saskatchewan;	Egypt
25364015	2014	Prescription of opioids for opioid-naive medical inpatients.	The Canadian journal of hospital pharmacy	BScPhm, ACPR, is with the General Internal Medicine Unit and Department of Pharmacy, St Michael's Hospital, Toronto, Ontario.	Canada
25356694	2014	[Anti-tetanus immunity among university students and health staff in North Lebanon and administration of anti-tetanus serums in two hospitals].	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Laboratoire Microbiologie, santé et environnement, Centre Azm pour la Recherche en Biotechnologie et ses Applications, École doctorale des Sciences et de Technologie, Université Libanaise, Tripoli (Liban); Faculté de Santé publique, section 3, Université Libanaise, Tripoli (Liban).	Egypt
25343466	2014	Quitting smoking and utilization of smoking cessation services in Jordan: a population-based survey.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Department of Family and Community Medicine, Faculty of Medicine, University of Jordan, Amman, Jordan.	Egypt
25285127	2014	Evaluation of amplification targets for the specific detection of Bordetella pertussis using real-time polymerase chain reaction.	The Canadian journal of infectious diseases &amp; medical microbiology = Journal canadien des maladies infectieuses et de la microbiologie medicale	Division of Microbiology, Virology and Infection Control, Department of Pathology, Children's and Women's Health Centre of BC; ; Department of Pathology and Laboratory Medicine, University of British Columbia, Vancouver, British Columbia;	Egypt
25270747	2014	[Urinary incontinence - what can be done by the family doctor and when is the urologist needed?].	Praxis	Departement Chirurgie, Klinik für Urologie, Kantonsspital Winterthur.	Switzerland
25222365	2014	Osteoporosis in menopause.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Hamilton ON.	Netherlands
25222364	2014	Managing menopause.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Kingston ON.	Netherlands
25222363	2014	Pregnancy after laparoscopic bilateral partial ovarian decortication for stage IC borderline ovarian tumour.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynecology, Division of Gynecologic Oncology, Indiana University School of Medicine, Indianapolis IN; Department of Obstetrics and Gynecology, Assiut University, Egypt.	Netherlands
25222355	2014	Web-based education and attitude to delivery by caesarean section in nulliparous women.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Undergraduate Medicine Program, Faculty of Medicine, Department of Obstetrics and Gynaecology, University of Toronto, Toronto ON.	Netherlands
25222168	2014	Guidelines for the care of pregnant women living with HIV and interventions to reduce perinatal transmission: executive summary.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Vancouver BC.	Netherlands
25222166	2014	Determinants of quality of life in ovarian cancer survivors: a pilot study.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynaecology, University of British Columbia, Vancouver BC.	Netherlands
25222165	2014	Perinatal outcomes of twin anemia-polycythemia sequence: a systematic review.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynecology, University of Bari, Bari, Italy.	Netherlands
25214657	2014	Enhancing collaborative pharmaceutical care for patients with chronic kidney disease: survey of community pharmacists.	The Canadian journal of hospital pharmacy	BScPhm, ACPR, PharmD, is a Clinical Pharmacist in the Division of Nephrology, Sunnybrook Health Sciences Centre, Toronto, Ontario.	Canada
25150354	2014	Validity and reliability of the Arabic short version of the child oral health-related quality of life questionnaire (CPQ 11-14) in Medina, Saudi Arabia.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Department of Dental Public Health, College of Dentistry, Taibah University, Medina, Saudi Arabia.	Egypt
25110379	2014	Success factors for reducing maternal and child mortality.	Bulletin of the World Health Organization	Partnership for Maternal, Newborn &amp; Child Health, World Health Organization, Avenue Appia 20, 1211 Geneva 27, Switzerland .	International
25110378	2014	A multicomponent strategy to improve the availability of antivenom for treating snakebite envenoming.	Bulletin of the World Health Organization	Instituto Clodomiro Picado, Universidad de Costa Rica, San José 11501, Costa Rica .	Switzerland
25023772	2014	Qualitative adaptation of child behaviour problem instruments in a developing-country setting.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Department of Psychology, University of Karachi, Karachi, Pakistan.	Egypt
24995744	2014	Recombinant activated factor VII as treatment for intractable haemorrhage.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Department of Intensive Care, King Abdul Aziz University Hospital, Jedda, Saudi Arabia.	Egypt
24995735	2014	Effectiveness of a cognitive behavioural programme to improve psychological and social adjustment among hepatitis C patients in Egypt.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Medical Sciences Department, Institute of Environmental Studies and Research, Ain Shams University, Cairo, Egypt.	Egypt
24991781	2014	Report summary. Seniors' Falls in Canada: Second Report: key highlights.	Chronic diseases and injuries in Canada	Division of Children, Seniors and Healthy Development, Public Health Agency of Canada, Ottawa, Ontario, Canada.	Canada
24991775	2014	Are experimental smokers different from their never-smoking classmates? A multilevel analysis of Canadian youth in grades 9 to 12.	Chronic diseases and injuries in Canada	School of Public Health and Health Systems, University of Waterloo, Waterloo, Ontario, Canada.	Canada
24991774	2014	Are Canadian youth still exposed to second-hand smoke in homes and in cars?	Chronic diseases and injuries in Canada	Prevention &amp; Cancer Control, Cancer Care Ontario, Toronto, Ontario, Canada.	Canada
24991770	2014	Injuries and helmet use related to non-motorized wheeled activities among pediatric patients.	Chronic diseases and injuries in Canada	Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada; School of Population and Public Health, University of British Columbia, Vancouver, British Columbia, Canada.	Canada
24952125	2014	Detection of methicillin-resistant Staphylococcus aureus directly by loop-mediated isothermal amplification and direct cefoxitin disk diffusion tests.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Department of Microbiology, Faculty of Medicine, Suez Canal University, Ismailia, Egypt.	Egypt
26399202	2014	Cohort analysis of antenatal care and delivery outcomes in pregnancy: a basis for improving maternal health.	Public health action	International Union Against Tuberculosis and Lung Disease, Paris, France ; London School of Hygiene &amp; Tropical Medicine, London, UK.	France
24945560	2014	Capacity building of public health laboratories in Afghanistan: challenges and successes (2007-2011).	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	United States Naval Medical Research Unit No. 3, Cairo, Egypt.	Egypt
24940017	2014	Progress towards universal health coverage in BRICS: translating economic growth into better health.	Bulletin of the World Health Organization	Public Health Foundation of India, ISID Campus, Vasant Kunj Institutional Area, New Delhi 110070, India .	Switzerland
24932932	2014	Association between dietary habits and body mass index of adolescent females in intermediate schools in Riyadh, Saudi Arabia.	Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit	Department of Community Health Sciences, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia.	Egypt
24927294	2014	Diagnosis, evaluation, and management of the hypertensive disorders of pregnancy: executive summary.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Vancouver BC.	Netherlands
24927291	2014	Informed reproductive decision-making: the impact of providing fertility information on fertility knowledge and intentions to delay childbearing.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Psychology, University of Saskatchewan, Saskatoon SK.	Netherlands
24927193	2014	Venous thromboembolism and antithrombotic therapy in pregnancy.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Vancouver BC.	Netherlands
24927185	2014	Test uptake and case detection of syphilis, HIV, and hepatitis C among women undergoing prenatal screening in British Columbia, 2007 to 2011.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	British Columbia Centre for Disease Control, Vancouver BC.	Netherlands
24800768	2014	[Genomics and personalized medicine].	Praxis	Département des Laboratoires, CHUV Lausanne.	Switzerland
24799757	2014	Stroke-related knowledge, beliefs, and behaviours of chinese and European canadians: implications for physical therapists.	Physiotherapy Canada. Physiotherapie Canada	School of Communication and Culture, Royal Roads University, Victoria.	Canada
24799754	2014	Assessing Physical Therapy Students' Performance during Clinical Practice.	Physiotherapy Canada. Physiotherapie Canada	Department of Physical Therapy.	Canada
24799720	2014	Conformity with Optimal Drug-Use Processes: Comparison between the Accreditation Canada Managing Medications Standards and the Hospital Pharmacy in Canada Report.	The Canadian journal of hospital pharmacy	NA	Canada
24798670	2014	Persistent genital arousal in women with pelvic and genital pain.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Wasser Pain Management Centre, Toronto ON.	Netherlands
24798669	2014	Use of the Papanicolaou test in women under 25 years of age in Southern Alberta.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Kinesiology and Physical Education, McGill University, Montreal QC.	Netherlands
24798667	2014	The urinary protein-to-creatinine ratio in Canadian women at risk of preeclampsia: does the time of day of testing matter?	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynaecology, Cité de La Santé de Laval, Laval QC.	Netherlands
24798666	2014	Obstetric risks and outcomes of refugee women at a single centre in Toronto.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynaecology, University of Toronto, Toronto ON.	Netherlands
24755500	2014	[Interventional decentralized telemonitoring: possible indications and perspectives of a new method in telemedicine].	Praxis	Nephrologisches Zentrum Göttingen GbR, Göttingen, Deutschland.	Switzerland
24753659	2014	Alzheimer disease: An interactome of many diseases.	Annals of Indian Academy of Neurology	Department of Bioinformatics, NTHRYS Biotech Labs, Hyderabad, Andhra Pradesh, India.	India
24719508	2014	Anabolic Effect of Exercise Training in People with End-Stage Renal Disease on Hemodialysis: A Systematic Review with Meta-analysis.	Physiotherapy Canada. Physiotherapie Canada	Graduate Program in Health and Rehabilitation Sciences, Physical Therapy Field, Western University ; University Hospital Campus.	Canada
24700997	2014	Scale-up of a programme for malaria vector control using long-lasting insecticide-treated nets: lessons from South Sudan.	Bulletin of the World Health Organization	Population Services International, Plot 90, Block 3k South Hai Tongping, Juba, South Sudan .	Switzerland
24666454	2014	A simple strategy to reduce stereotype threat for orthopedic residents.	Canadian journal of surgery. Journal canadien de chirurgie	The University of California, Irvine, Health &amp; Disease Research Program, Orange, Calif.	Canada
24618376	2014	Canadian parents' attitudes and beliefs about bicycle helmet legislation in provinces with and without legislation.	Chronic diseases and injuries in Canada	Division of Paediatric Medicine and the Paediatric Outcomes Research Team (PORT), Hospital for Sick Children, Toronto, Ontario, Canada; Child Health Evaluative Sciences, Hospital for Sick Children, Toronto, Ontario, Canada; Department of Pediatrics and Institute of Health Policy, Management and Evaluation, University of Toronto Faculty of Medicine, Toronto, Ontario, Canada.	Canada
24612897	2014	Best practices to minimize risk of infection with intrauterine device insertion.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Edmonton AB.	Netherlands
24612893	2014	Laparoscopic myomectomy versus uterine artery embolization: long-term impact on markers of ovarian reserve.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynaecology, University of Toronto, Toronto ON; Division of Reproductive Endocrinology and Infertility, Department of Obstetrics and Gynaecology, Mount Sinai Hospital, Toronto ON.	Netherlands
24612890	2014	A descriptive study of women presenting to an obstetric triage unit with no prenatal care.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Family Medicine, Faculty of Medicine, University of British Columbia, Vancouver BC.	Canada
24518914	2014	Sexual and gender minority peoples' recommendations for assisted human reproduction services.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Social and Epidemiological Research Department, Centre for Addiction and Mental Health, Toronto ON; Dalla Lana School of Public Health, University of Toronto, Toronto ON.	Canada
24518909	2014	Diagnosis of subclinical amniotic fluid infection prior to rescue cerclage using gram stain and glucose tests: an individual patient meta-analysis.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynaecology, University of British Columbia and the Children's and Women's Hospital and Health Centre of British Columbia, Vancouver BC.	Canada
24489559	2014	Reduction of central line-associated bloodstream infection rates in a neonatal intensive care unit after implementation of a multidisciplinary evidence-based quality improvement collaborative: A four-year surveillance.	The Canadian journal of infectious diseases &amp; medical microbiology = Journal canadien des maladies infectieuses et de la microbiologie medicale	Division of Neonatology, Department of Pediatrics, University of British Columbia, Vancouver, British Columbia.	Egypt
24444289	2014	Pregnancy outcomes after assisted human reproduction.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Toronto ON.	Netherlands
24444284	2014	Temporal trends in postpartum hemorrhage and severe postpartum hemorrhage in Canada from 2003 to 2010.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Obstetrics and Gynaecology, and the School of Population and Public Health, University of British Columbia, and the Children's and Women's Hospital and Health Centre of British Columbia, Vancouver BC.	Canada
24431936	2014	Breast reduction surgery in Ontario: Changes in practice, 1992 to 2008.	The Canadian journal of plastic surgery = Journal canadien de chirurgie plastique	St Michael's Hospital, Toronto, Ontario; ; King Saud University/King Saud University College of Medicine, Riyadh, Saudi Arabia;	Canada
24405880	2014	Cervical insufficiency and cervical cerclage.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Montreal QC.	Netherlands
24405879	2014	Female genital cosmetic surgery.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Vancouver BC.	Netherlands
24403672	2014	Decision makers' allocation of home-care therapy services: a process map.	Physiotherapy Canada. Physiotherapie Canada	Graduate Department of Rehabilitation Science.	Canada
24381383	2014	Why do people delay accessing health care for knee osteoarthritis? Exploring beliefs of health professionals and lay people.	Physiotherapy Canada. Physiotherapie Canada	School of Physical and Occupational Therapy, McGill University ; Centre for Interdisciplinary Research in Rehabilitation of Greater Montreal, Montreal, QC.	Canada
25780618	2014	Canadian chronic kidney disease clinics: a national survey of structure, function and models of care.	Canadian journal of kidney health and disease	University of British Columbia, Vancouver, Canada ; CAnadian KidNey KNowledge TraNslation &amp; GEneration NeTwork (CANN-NET), Calgary, Canada.	England
25780611	2014	The three-year incidence of major hemorrhage among older adults initiating chronic dialysis.	Canadian journal of kidney health and disease	Ottawa Hospital Research Institute, Department of Medicine, University of Ottawa, Ottawa Institute for Clinical Evaluative Sciences, Civic campus, 2-014 Administrative Services Building, 1053 Carling Avenue, Box 693, Ottawa, ON Canada.	England
25780610	2014	Bridging the gap: a Canadian perspective on translational kidney research.	Canadian journal of kidney health and disease	Kidney Research Centre - Ottawa Hospital Research Institute, University of Ottawa, Ottawa, Canada ; Division of Nephrology, The Ottawa Hospital, Ottawa, Canada.	England
26393048	2013	Antiretroviral therapy uptake among adult tuberculosis patients newly diagnosed with HIV in Nyanza Province, Kenya.	Public health action	US Centers for Disease Control and Prevention, Kisumu, Kenya.	United States
24347713	2013	Health workforce contributions to health system development: a platform for universal health coverage.	Bulletin of the World Health Organization	International Health Policy Program, Ministry of Public Health, Tiwanond Road, Nonthaburi, Thailand 11000.	Switzerland
24347710	2013	Human resources for health and universal health coverage: fostering equity and effective coverage.	Bulletin of the World Health Organization	Instituto de Cooperación Social Integrare, Calle Balmes 30, 3°-1, 08007 Barcelona, Spain .	Switzerland
24347707	2013	Early implementation of WHO recommendations for the retention of health workers in remote and rural areas.	Bulletin of the World Health Organization	Queen Margaret University, Edinburgh, Scotland .	Switzerland
24246399	2013	The impact of ethnicity on awareness and knowledge of and attitudes towards the human papillomavirus and vaccine among adult women.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Medicine, University of Toronto, Toronto ON.	Netherlands
24246397	2013	Perspectives of expectant women and health care providers on birth plans.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Department of Family Practice, University of British Columbia, Vancouver BC.	Netherlands
24165063	2013	The prevention of early-onset neonatal group B streptococcal disease.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Vancouver BC.	Netherlands
24165062	2013	Investigation and management of non-immune fetal hydrops.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	Montreal QC.	Netherlands
24101793	2013	Patient factors influencing the concentration of stromal vascular fraction (SVF) for adipose-derived stromal cell (ASC) therapy in dogs.	Canadian journal of veterinary research = Revue canadienne de recherche veterinaire	Garden State Veterinary Specialists, Department of Surgery, Tinton Falls, New Jersey, USA (Astor, Hoelzler); Department of Mathematics, Monmouth University, West Long Branch, New Jersey, USA (Bastian); Vet-Stem, Inc., Poway, California, USA (Harman).	Canada
24101781	2013	Risk factors for noncommunicable chronic diseases in women in China: surveillance efforts.	Bulletin of the World Health Organization	National Center for Chronic and Non-communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, 27 Nanwei Road, Xicheng District, Beijing 100050, China .	Switzerland
24088233	2013	[Albuminuria in the diabetic patient: practical management].	Praxis	Klinik für Nephrologie, Universitätsspital Zürich.	Switzerland
